id,city,month,match_type,team,batsman,position,bowler,over_no,ball_no,venue,wicket_out,score
11431,,June,ODI,Pakistan,Shoaib Malik,3,Harbhajan Singh,20,2,Rangiri Dambulla International Stadium,False,2
11432,,June,ODI,Pakistan,Shoaib Malik,3,Harbhajan Singh,20,3,Rangiri Dambulla International Stadium,False,4
11433,,June,ODI,Pakistan,Shoaib Malik,3,Harbhajan Singh,20,4,Rangiri Dambulla International Stadium,False,0
11434,,June,ODI,Pakistan,Shoaib Malik,3,Harbhajan Singh,20,5,Rangiri Dambulla International Stadium,False,1
11435,,June,ODI,Pakistan,Salman Butt,1,Harbhajan Singh,20,6,Rangiri Dambulla International Stadium,False,3
11436,,June,ODI,Pakistan,Salman Butt,1,RA Jadeja,21,1,Rangiri Dambulla International Stadium,False,1
11437,,June,ODI,Pakistan,Shoaib Malik,3,RA Jadeja,21,2,Rangiri Dambulla International Stadium,False,0
11438,,June,ODI,Pakistan,Shoaib Malik,3,RA Jadeja,21,3,Rangiri Dambulla International Stadium,False,0
11439,,June,ODI,Pakistan,Shoaib Malik,3,RA Jadeja,21,4,Rangiri Dambulla International Stadium,False,1
11440,,June,ODI,Pakistan,Salman Butt,1,RA Jadeja,21,5,Rangiri Dambulla International Stadium,False,0
11441,,June,ODI,Pakistan,Salman Butt,1,RA Jadeja,21,6,Rangiri Dambulla International Stadium,False,2
11442,,June,ODI,Pakistan,Shoaib Malik,3,Harbhajan Singh,22,1,Rangiri Dambulla International Stadium,False,0
11443,,June,ODI,Pakistan,Shoaib Malik,3,Harbhajan Singh,22,2,Rangiri Dambulla International Stadium,False,1
11444,,June,ODI,Pakistan,Salman Butt,1,Harbhajan Singh,22,3,Rangiri Dambulla International Stadium,False,1
11445,,June,ODI,Pakistan,Shoaib Malik,3,Harbhajan Singh,22,4,Rangiri Dambulla International Stadium,False,2
11446,,June,ODI,Pakistan,Shoaib Malik,3,Harbhajan Singh,22,5,Rangiri Dambulla International Stadium,False,4
11447,,June,ODI,Pakistan,Shoaib Malik,3,Harbhajan Singh,22,6,Rangiri Dambulla International Stadium,False,0
11448,,June,ODI,Pakistan,Salman Butt,1,RA Jadeja,23,1,Rangiri Dambulla International Stadium,False,0
11449,,June,ODI,Pakistan,Salman Butt,1,RA Jadeja,23,2,Rangiri Dambulla International Stadium,False,1
11450,,June,ODI,Pakistan,Shoaib Malik,3,RA Jadeja,23,3,Rangiri Dambulla International Stadium,False,3
11451,,June,ODI,Pakistan,Salman Butt,1,RA Jadeja,23,4,Rangiri Dambulla International Stadium,False,1
11452,,June,ODI,Pakistan,Shoaib Malik,3,RA Jadeja,23,5,Rangiri Dambulla International Stadium,False,0
11453,,June,ODI,Pakistan,Shoaib Malik,3,RA Jadeja,23,6,Rangiri Dambulla International Stadium,False,1
11454,,June,ODI,Pakistan,Shoaib Malik,3,Harbhajan Singh,24,1,Rangiri Dambulla International Stadium,False,0
11455,,June,ODI,Pakistan,Shoaib Malik,3,Harbhajan Singh,24,2,Rangiri Dambulla International Stadium,False,0
11456,,June,ODI,Pakistan,Shoaib Malik,3,Harbhajan Singh,24,3,Rangiri Dambulla International Stadium,False,2
11457,,June,ODI,Pakistan,Shoaib Malik,3,Harbhajan Singh,24,4,Rangiri Dambulla International Stadium,False,1
11458,,June,ODI,Pakistan,Salman Butt,1,Harbhajan Singh,24,5,Rangiri Dambulla International Stadium,False,0
11459,,June,ODI,Pakistan,Salman Butt,1,Harbhajan Singh,24,6,Rangiri Dambulla International Stadium,False,1
11460,,June,ODI,Pakistan,Salman Butt,1,RA Jadeja,25,1,Rangiri Dambulla International Stadium,False,1
11461,,June,ODI,Pakistan,Shoaib Malik,3,RA Jadeja,25,2,Rangiri Dambulla International Stadium,False,0
11462,,June,ODI,Pakistan,Shoaib Malik,3,RA Jadeja,25,3,Rangiri Dambulla International Stadium,False,1
11463,,June,ODI,Pakistan,Salman Butt,1,RA Jadeja,25,4,Rangiri Dambulla International Stadium,False,1
11464,,June,ODI,Pakistan,Shoaib Malik,3,RA Jadeja,25,5,Rangiri Dambulla International Stadium,False,0
11465,,June,ODI,Pakistan,Shoaib Malik,3,RA Jadeja,25,6,Rangiri Dambulla International Stadium,False,0
11466,,June,ODI,Pakistan,Salman Butt,1,Z Khan,26,1,Rangiri Dambulla International Stadium,False,0
11467,,June,ODI,Pakistan,Salman Butt,1,Z Khan,26,2,Rangiri Dambulla International Stadium,False,0
11468,,June,ODI,Pakistan,Salman Butt,1,Z Khan,26,3,Rangiri Dambulla International Stadium,False,4
11469,,June,ODI,Pakistan,Salman Butt,1,Z Khan,26,4,Rangiri Dambulla International Stadium,False,2
11470,,June,ODI,Pakistan,Salman Butt,1,Z Khan,26,5,Rangiri Dambulla International Stadium,False,1
11471,,June,ODI,Pakistan,Shoaib Malik,3,Z Khan,26,6,Rangiri Dambulla International Stadium,False,1
11472,,June,ODI,Pakistan,Shoaib Malik,3,RA Jadeja,27,1,Rangiri Dambulla International Stadium,False,0
11473,,June,ODI,Pakistan,Shoaib Malik,3,RA Jadeja,27,2,Rangiri Dambulla International Stadium,False,1
11474,,June,ODI,Pakistan,Salman Butt,1,RA Jadeja,27,3,Rangiri Dambulla International Stadium,False,2
11475,,June,ODI,Pakistan,Salman Butt,1,RA Jadeja,27,4,Rangiri Dambulla International Stadium,False,1
11476,,June,ODI,Pakistan,Shoaib Malik,3,RA Jadeja,27,5,Rangiri Dambulla International Stadium,False,0
11477,,June,ODI,Pakistan,Shoaib Malik,3,RA Jadeja,27,6,Rangiri Dambulla International Stadium,False,1
11478,,June,ODI,Pakistan,Shoaib Malik,3,RA Jadeja,27,7,Rangiri Dambulla International Stadium,False,1
11479,,June,ODI,Pakistan,Shoaib Malik,3,Z Khan,28,1,Rangiri Dambulla International Stadium,False,0
11480,,June,ODI,Pakistan,Shoaib Malik,3,Z Khan,28,2,Rangiri Dambulla International Stadium,False,0
11481,,June,ODI,Pakistan,Shoaib Malik,3,Z Khan,28,3,Rangiri Dambulla International Stadium,False,1
11482,,June,ODI,Pakistan,Salman Butt,1,Z Khan,28,4,Rangiri Dambulla International Stadium,False,1
11483,,June,ODI,Pakistan,Shoaib Malik,3,Z Khan,28,5,Rangiri Dambulla International Stadium,False,0
11484,,June,ODI,Pakistan,Shoaib Malik,3,Z Khan,28,6,Rangiri Dambulla International Stadium,True,0
11485,,June,ODI,Pakistan,Salman Butt,1,RA Jadeja,29,1,Rangiri Dambulla International Stadium,False,1
11486,,June,ODI,Pakistan,Umar Akmal,4,RA Jadeja,29,2,Rangiri Dambulla International Stadium,False,0
11487,,June,ODI,Pakistan,Umar Akmal,4,RA Jadeja,29,3,Rangiri Dambulla International Stadium,False,1
11488,,June,ODI,Pakistan,Salman Butt,1,RA Jadeja,29,4,Rangiri Dambulla International Stadium,False,0
11489,,June,ODI,Pakistan,Salman Butt,1,RA Jadeja,29,5,Rangiri Dambulla International Stadium,True,0
11490,,June,ODI,Pakistan,Umar Amin,5,RA Jadeja,29,6,Rangiri Dambulla International Stadium,False,0
11491,,June,ODI,Pakistan,Umar Akmal,4,Z Khan,30,1,Rangiri Dambulla International Stadium,False,2
11492,,June,ODI,Pakistan,Umar Akmal,4,Z Khan,30,2,Rangiri Dambulla International Stadium,False,0
11493,,June,ODI,Pakistan,Umar Akmal,4,Z Khan,30,3,Rangiri Dambulla International Stadium,False,1
11494,,June,ODI,Pakistan,Umar Amin,5,Z Khan,30,4,Rangiri Dambulla International Stadium,False,0
11495,,June,ODI,Pakistan,Umar Amin,5,Z Khan,30,5,Rangiri Dambulla International Stadium,False,1
11496,,June,ODI,Pakistan,Umar Akmal,4,Z Khan,30,6,Rangiri Dambulla International Stadium,False,2
11497,,June,ODI,Pakistan,Umar Amin,5,RA Jadeja,31,1,Rangiri Dambulla International Stadium,False,1
11498,,June,ODI,Pakistan,Umar Akmal,4,RA Jadeja,31,2,Rangiri Dambulla International Stadium,False,1
11499,,June,ODI,Pakistan,Umar Amin,5,RA Jadeja,31,3,Rangiri Dambulla International Stadium,False,1
11500,,June,ODI,Pakistan,Umar Akmal,4,RA Jadeja,31,4,Rangiri Dambulla International Stadium,False,0
11501,,June,ODI,Pakistan,Umar Akmal,4,RA Jadeja,31,5,Rangiri Dambulla International Stadium,False,1
11502,,June,ODI,Pakistan,Umar Amin,5,RA Jadeja,31,6,Rangiri Dambulla International Stadium,False,1
11503,,June,ODI,Pakistan,Umar Amin,5,Harbhajan Singh,32,1,Rangiri Dambulla International Stadium,False,1
11504,,June,ODI,Pakistan,Umar Akmal,4,Harbhajan Singh,32,2,Rangiri Dambulla International Stadium,False,1
11505,,June,ODI,Pakistan,Umar Amin,5,Harbhajan Singh,32,3,Rangiri Dambulla International Stadium,False,0
11506,,June,ODI,Pakistan,Umar Amin,5,Harbhajan Singh,32,4,Rangiri Dambulla International Stadium,True,0
11507,,June,ODI,Pakistan,Shahid Afridi,6,Harbhajan Singh,32,5,Rangiri Dambulla International Stadium,False,1
11508,,June,ODI,Pakistan,Umar Akmal,4,Harbhajan Singh,32,6,Rangiri Dambulla International Stadium,False,0
11509,,June,ODI,Pakistan,Shahid Afridi,6,RA Jadeja,33,1,Rangiri Dambulla International Stadium,False,2
11510,,June,ODI,Pakistan,Shahid Afridi,6,RA Jadeja,33,2,Rangiri Dambulla International Stadium,False,1
11511,,June,ODI,Pakistan,Umar Akmal,4,RA Jadeja,33,3,Rangiri Dambulla International Stadium,False,1
11512,,June,ODI,Pakistan,Shahid Afridi,6,RA Jadeja,33,4,Rangiri Dambulla International Stadium,False,1
11513,,June,ODI,Pakistan,Umar Akmal,4,RA Jadeja,33,5,Rangiri Dambulla International Stadium,False,1
11514,,June,ODI,Pakistan,Shahid Afridi,6,RA Jadeja,33,6,Rangiri Dambulla International Stadium,False,1
11515,,June,ODI,Pakistan,Shahid Afridi,6,Harbhajan Singh,34,1,Rangiri Dambulla International Stadium,False,4
11516,,June,ODI,Pakistan,Shahid Afridi,6,Harbhajan Singh,34,2,Rangiri Dambulla International Stadium,False,6
11517,,June,ODI,Pakistan,Shahid Afridi,6,Harbhajan Singh,34,3,Rangiri Dambulla International Stadium,False,1
11518,,June,ODI,Pakistan,Umar Akmal,4,Harbhajan Singh,34,4,Rangiri Dambulla International Stadium,False,1
11519,,June,ODI,Pakistan,Shahid Afridi,6,Harbhajan Singh,34,5,Rangiri Dambulla International Stadium,False,1
11520,,June,ODI,Pakistan,Umar Akmal,4,Harbhajan Singh,34,6,Rangiri Dambulla International Stadium,False,1
11521,,June,ODI,Pakistan,Umar Akmal,4,RA Jadeja,35,1,Rangiri Dambulla International Stadium,False,1
11522,,June,ODI,Pakistan,Shahid Afridi,6,RA Jadeja,35,2,Rangiri Dambulla International Stadium,False,1
11523,,June,ODI,Pakistan,Umar Akmal,4,RA Jadeja,35,3,Rangiri Dambulla International Stadium,False,1
11524,,June,ODI,Pakistan,Shahid Afridi,6,RA Jadeja,35,4,Rangiri Dambulla International Stadium,False,1
11525,,June,ODI,Pakistan,Umar Akmal,4,RA Jadeja,35,5,Rangiri Dambulla International Stadium,False,1
11526,,June,ODI,Pakistan,Umar Akmal,4,RA Jadeja,35,6,Rangiri Dambulla International Stadium,False,0
11527,,June,ODI,Pakistan,Umar Akmal,4,RA Jadeja,35,7,Rangiri Dambulla International Stadium,False,1
11528,,June,ODI,Pakistan,Umar Akmal,4,A Nehra,36,1,Rangiri Dambulla International Stadium,False,4
11529,,June,ODI,Pakistan,Umar Akmal,4,A Nehra,36,2,Rangiri Dambulla International Stadium,False,0
11530,,June,ODI,Pakistan,Umar Akmal,4,A Nehra,36,3,Rangiri Dambulla International Stadium,False,0
11531,,June,ODI,Pakistan,Umar Akmal,4,A Nehra,36,4,Rangiri Dambulla International Stadium,False,1
11532,,June,ODI,Pakistan,Shahid Afridi,6,A Nehra,36,5,Rangiri Dambulla International Stadium,False,4
11533,,June,ODI,Pakistan,Shahid Afridi,6,A Nehra,36,6,Rangiri Dambulla International Stadium,False,0
11534,,June,ODI,Pakistan,Umar Akmal,4,RA Jadeja,37,1,Rangiri Dambulla International Stadium,False,0
11535,,June,ODI,Pakistan,Umar Akmal,4,RA Jadeja,37,2,Rangiri Dambulla International Stadium,False,0
11536,,June,ODI,Pakistan,Umar Akmal,4,RA Jadeja,37,3,Rangiri Dambulla International Stadium,True,0
11537,,June,ODI,Pakistan,Kamran Akmal,7,RA Jadeja,37,4,Rangiri Dambulla International Stadium,False,1
11538,,June,ODI,Pakistan,Shahid Afridi,6,RA Jadeja,37,5,Rangiri Dambulla International Stadium,False,1
11539,,June,ODI,Pakistan,Kamran Akmal,7,RA Jadeja,37,6,Rangiri Dambulla International Stadium,False,1
11540,,June,ODI,Pakistan,Kamran Akmal,7,A Nehra,38,1,Rangiri Dambulla International Stadium,False,0
11541,,June,ODI,Pakistan,Kamran Akmal,7,A Nehra,38,2,Rangiri Dambulla International Stadium,False,1
11542,,June,ODI,Pakistan,Shahid Afridi,6,A Nehra,38,3,Rangiri Dambulla International Stadium,False,0
11543,,June,ODI,Pakistan,Shahid Afridi,6,A Nehra,38,4,Rangiri Dambulla International Stadium,False,1
11544,,June,ODI,Pakistan,Kamran Akmal,7,A Nehra,38,5,Rangiri Dambulla International Stadium,False,2
11545,,June,ODI,Pakistan,Kamran Akmal,7,A Nehra,38,6,Rangiri Dambulla International Stadium,False,0
11546,,June,ODI,Pakistan,Shahid Afridi,6,RA Jadeja,39,1,Rangiri Dambulla International Stadium,False,0
11547,,June,ODI,Pakistan,Shahid Afridi,6,RA Jadeja,39,2,Rangiri Dambulla International Stadium,False,0
11548,,June,ODI,Pakistan,Shahid Afridi,6,RA Jadeja,39,3,Rangiri Dambulla International Stadium,False,1
11549,,June,ODI,Pakistan,Kamran Akmal,7,RA Jadeja,39,4,Rangiri Dambulla International Stadium,False,0
11550,,June,ODI,Pakistan,Kamran Akmal,7,RA Jadeja,39,5,Rangiri Dambulla International Stadium,False,0
11551,,June,ODI,Pakistan,Kamran Akmal,7,RA Jadeja,39,6,Rangiri Dambulla International Stadium,False,1
11552,,June,ODI,Pakistan,Kamran Akmal,7,A Nehra,40,1,Rangiri Dambulla International Stadium,False,0
11553,,June,ODI,Pakistan,Kamran Akmal,7,A Nehra,40,2,Rangiri Dambulla International Stadium,False,0
11554,,June,ODI,Pakistan,Kamran Akmal,7,A Nehra,40,3,Rangiri Dambulla International Stadium,False,1
11555,,June,ODI,Pakistan,Shahid Afridi,6,A Nehra,40,4,Rangiri Dambulla International Stadium,False,2
11556,,June,ODI,Pakistan,Shahid Afridi,6,A Nehra,40,5,Rangiri Dambulla International Stadium,False,1
11557,,June,ODI,Pakistan,Kamran Akmal,7,A Nehra,40,6,Rangiri Dambulla International Stadium,False,1
11558,,June,ODI,Pakistan,Kamran Akmal,7,P Kumar,41,1,Rangiri Dambulla International Stadium,False,1
11559,,June,ODI,Pakistan,Shahid Afridi,6,P Kumar,41,2,Rangiri Dambulla International Stadium,False,0
11560,,June,ODI,Pakistan,Shahid Afridi,6,P Kumar,41,3,Rangiri Dambulla International Stadium,False,3
11561,,June,ODI,Pakistan,Kamran Akmal,7,P Kumar,41,4,Rangiri Dambulla International Stadium,False,0
11562,,June,ODI,Pakistan,Kamran Akmal,7,P Kumar,41,5,Rangiri Dambulla International Stadium,False,2
11563,,June,ODI,Pakistan,Kamran Akmal,7,P Kumar,41,6,Rangiri Dambulla International Stadium,False,1
11564,,June,ODI,Pakistan,Kamran Akmal,7,Z Khan,42,1,Rangiri Dambulla International Stadium,False,0
11565,,June,ODI,Pakistan,Kamran Akmal,7,Z Khan,42,2,Rangiri Dambulla International Stadium,False,0
11566,,June,ODI,Pakistan,Kamran Akmal,7,Z Khan,42,3,Rangiri Dambulla International Stadium,False,0
11567,,June,ODI,Pakistan,Kamran Akmal,7,Z Khan,42,4,Rangiri Dambulla International Stadium,False,0
11568,,June,ODI,Pakistan,Kamran Akmal,7,Z Khan,42,5,Rangiri Dambulla International Stadium,False,1
11569,,June,ODI,Pakistan,Shahid Afridi,6,Z Khan,42,6,Rangiri Dambulla International Stadium,False,0
11570,,June,ODI,Pakistan,Kamran Akmal,7,P Kumar,43,1,Rangiri Dambulla International Stadium,False,0
11571,,June,ODI,Pakistan,Kamran Akmal,7,P Kumar,43,2,Rangiri Dambulla International Stadium,False,0
11572,,June,ODI,Pakistan,Kamran Akmal,7,P Kumar,43,3,Rangiri Dambulla International Stadium,False,1
11573,,June,ODI,Pakistan,Shahid Afridi,6,P Kumar,43,4,Rangiri Dambulla International Stadium,True,0
11574,,June,ODI,Pakistan,Abdul Razzaq,8,P Kumar,43,5,Rangiri Dambulla International Stadium,False,0
11575,,June,ODI,Pakistan,Abdul Razzaq,8,P Kumar,43,6,Rangiri Dambulla International Stadium,False,1
11576,,June,ODI,Pakistan,Abdul Razzaq,8,Z Khan,44,1,Rangiri Dambulla International Stadium,False,1
11577,,June,ODI,Pakistan,Kamran Akmal,7,Z Khan,44,2,Rangiri Dambulla International Stadium,False,1
11578,,June,ODI,Pakistan,Abdul Razzaq,8,Z Khan,44,3,Rangiri Dambulla International Stadium,False,1
11579,,June,ODI,Pakistan,Kamran Akmal,7,Z Khan,44,4,Rangiri Dambulla International Stadium,False,4
11580,,June,ODI,Pakistan,Kamran Akmal,7,Z Khan,44,5,Rangiri Dambulla International Stadium,False,0
11581,,June,ODI,Pakistan,Kamran Akmal,7,Z Khan,44,6,Rangiri Dambulla International Stadium,False,0
11582,,June,ODI,Pakistan,Abdul Razzaq,8,P Kumar,45,1,Rangiri Dambulla International Stadium,True,0
11583,,June,ODI,Pakistan,Mohammad Amir,9,P Kumar,45,2,Rangiri Dambulla International Stadium,False,0
11584,,June,ODI,Pakistan,Mohammad Amir,9,P Kumar,45,3,Rangiri Dambulla International Stadium,False,1
11585,,June,ODI,Pakistan,Kamran Akmal,7,P Kumar,45,4,Rangiri Dambulla International Stadium,False,6
11586,,June,ODI,Pakistan,Kamran Akmal,7,P Kumar,45,5,Rangiri Dambulla International Stadium,False,1
11587,,June,ODI,Pakistan,Mohammad Amir,9,P Kumar,45,6,Rangiri Dambulla International Stadium,False,0
11588,,June,ODI,Pakistan,Kamran Akmal,7,A Nehra,46,1,Rangiri Dambulla International Stadium,False,6
11589,,June,ODI,Pakistan,Kamran Akmal,7,A Nehra,46,2,Rangiri Dambulla International Stadium,False,1
11590,,June,ODI,Pakistan,Mohammad Amir,9,A Nehra,46,3,Rangiri Dambulla International Stadium,False,1
11591,,June,ODI,Pakistan,Kamran Akmal,7,A Nehra,46,4,Rangiri Dambulla International Stadium,False,2
11592,,June,ODI,Pakistan,Kamran Akmal,7,A Nehra,46,5,Rangiri Dambulla International Stadium,False,1
11593,,June,ODI,Pakistan,Mohammad Amir,9,A Nehra,46,6,Rangiri Dambulla International Stadium,False,1
11594,,June,ODI,Pakistan,Mohammad Amir,9,Z Khan,47,1,Rangiri Dambulla International Stadium,False,0
11595,,June,ODI,Pakistan,Mohammad Amir,9,Z Khan,47,2,Rangiri Dambulla International Stadium,True,0
11596,,June,ODI,Pakistan,Kamran Akmal,7,Z Khan,47,3,Rangiri Dambulla International Stadium,False,2
11597,,June,ODI,Pakistan,Kamran Akmal,7,Z Khan,47,4,Rangiri Dambulla International Stadium,False,3
11598,,June,ODI,Pakistan,Shoaib Akhtar,10,Z Khan,47,5,Rangiri Dambulla International Stadium,False,1
11599,,June,ODI,Pakistan,Kamran Akmal,7,Z Khan,47,6,Rangiri Dambulla International Stadium,False,0
11600,,June,ODI,Pakistan,Shoaib Akhtar,10,P Kumar,48,1,Rangiri Dambulla International Stadium,False,1
11601,,June,ODI,Pakistan,Kamran Akmal,7,P Kumar,48,2,Rangiri Dambulla International Stadium,False,7
11602,,June,ODI,Pakistan,Kamran Akmal,7,P Kumar,48,3,Rangiri Dambulla International Stadium,False,4
11603,,June,ODI,Pakistan,Kamran Akmal,7,P Kumar,48,4,Rangiri Dambulla International Stadium,True,0
11604,,June,ODI,Pakistan,Shoaib Akhtar,10,P Kumar,48,5,Rangiri Dambulla International Stadium,False,0
11605,,June,ODI,Pakistan,Shoaib Akhtar,10,P Kumar,48,6,Rangiri Dambulla International Stadium,False,1
11606,,June,ODI,Pakistan,Saeed Ajmal,11,P Kumar,48,7,Rangiri Dambulla International Stadium,False,0
11607,,June,ODI,Pakistan,Shoaib Akhtar,10,Z Khan,49,1,Rangiri Dambulla International Stadium,False,1
11608,,June,ODI,Pakistan,Saeed Ajmal,11,Z Khan,49,2,Rangiri Dambulla International Stadium,False,0
11609,,June,ODI,Pakistan,Saeed Ajmal,11,Z Khan,49,3,Rangiri Dambulla International Stadium,True,0
11610,,June,ODI,India,G Gambhir,1,Shoaib Akhtar,0,1,Rangiri Dambulla International Stadium,False,1
11611,,June,ODI,India,V Sehwag,2,Shoaib Akhtar,0,2,Rangiri Dambulla International Stadium,False,1
11612,,June,ODI,India,G Gambhir,1,Shoaib Akhtar,0,3,Rangiri Dambulla International Stadium,False,0
11613,,June,ODI,India,G Gambhir,1,Shoaib Akhtar,0,4,Rangiri Dambulla International Stadium,False,0
11614,,June,ODI,India,G Gambhir,1,Shoaib Akhtar,0,5,Rangiri Dambulla International Stadium,False,1
11615,,June,ODI,India,V Sehwag,2,Shoaib Akhtar,0,6,Rangiri Dambulla International Stadium,False,0
11616,,June,ODI,India,G Gambhir,1,Mohammad Amir,1,1,Rangiri Dambulla International Stadium,False,1
11617,,June,ODI,India,V Sehwag,2,Mohammad Amir,1,2,Rangiri Dambulla International Stadium,False,0
11618,,June,ODI,India,V Sehwag,2,Mohammad Amir,1,3,Rangiri Dambulla International Stadium,False,0
11619,,June,ODI,India,V Sehwag,2,Mohammad Amir,1,4,Rangiri Dambulla International Stadium,False,0
11620,,June,ODI,India,V Sehwag,2,Mohammad Amir,1,5,Rangiri Dambulla International Stadium,False,0
11621,,June,ODI,India,V Sehwag,2,Mohammad Amir,1,6,Rangiri Dambulla International Stadium,False,0
11622,,June,ODI,India,G Gambhir,1,Shoaib Akhtar,2,1,Rangiri Dambulla International Stadium,False,0
11623,,June,ODI,India,G Gambhir,1,Shoaib Akhtar,2,2,Rangiri Dambulla International Stadium,False,0
11624,,June,ODI,India,G Gambhir,1,Shoaib Akhtar,2,3,Rangiri Dambulla International Stadium,False,0
11625,,June,ODI,India,G Gambhir,1,Shoaib Akhtar,2,4,Rangiri Dambulla International Stadium,False,0
11626,,June,ODI,India,G Gambhir,1,Shoaib Akhtar,2,5,Rangiri Dambulla International Stadium,False,4
11627,,June,ODI,India,G Gambhir,1,Shoaib Akhtar,2,6,Rangiri Dambulla International Stadium,False,0
11628,,June,ODI,India,V Sehwag,2,Mohammad Amir,3,1,Rangiri Dambulla International Stadium,False,0
11629,,June,ODI,India,V Sehwag,2,Mohammad Amir,3,2,Rangiri Dambulla International Stadium,False,0
11630,,June,ODI,India,V Sehwag,2,Mohammad Amir,3,3,Rangiri Dambulla International Stadium,False,0
11631,,June,ODI,India,V Sehwag,2,Mohammad Amir,3,4,Rangiri Dambulla International Stadium,False,0
11632,,June,ODI,India,V Sehwag,2,Mohammad Amir,3,5,Rangiri Dambulla International Stadium,False,1
11633,,June,ODI,India,G Gambhir,1,Mohammad Amir,3,6,Rangiri Dambulla International Stadium,False,0
11634,,June,ODI,India,V Sehwag,2,Shoaib Akhtar,4,1,Rangiri Dambulla International Stadium,False,0
11635,,June,ODI,India,V Sehwag,2,Shoaib Akhtar,4,2,Rangiri Dambulla International Stadium,False,0
11636,,June,ODI,India,V Sehwag,2,Shoaib Akhtar,4,3,Rangiri Dambulla International Stadium,False,2
11637,,June,ODI,India,V Sehwag,2,Shoaib Akhtar,4,4,Rangiri Dambulla International Stadium,False,0
11638,,June,ODI,India,V Sehwag,2,Shoaib Akhtar,4,5,Rangiri Dambulla International Stadium,False,1
11639,,June,ODI,India,V Sehwag,2,Shoaib Akhtar,4,6,Rangiri Dambulla International Stadium,False,0
11640,,June,ODI,India,V Sehwag,2,Shoaib Akhtar,4,7,Rangiri Dambulla International Stadium,False,2
11641,,June,ODI,India,G Gambhir,1,Mohammad Amir,5,1,Rangiri Dambulla International Stadium,False,4
11642,,June,ODI,India,G Gambhir,1,Mohammad Amir,5,2,Rangiri Dambulla International Stadium,False,0
11643,,June,ODI,India,G Gambhir,1,Mohammad Amir,5,3,Rangiri Dambulla International Stadium,False,2
11644,,June,ODI,India,G Gambhir,1,Mohammad Amir,5,4,Rangiri Dambulla International Stadium,False,0
11645,,June,ODI,India,G Gambhir,1,Mohammad Amir,5,5,Rangiri Dambulla International Stadium,False,4
11646,,June,ODI,India,G Gambhir,1,Mohammad Amir,5,6,Rangiri Dambulla International Stadium,False,1
11647,,June,ODI,India,G Gambhir,1,Shoaib Akhtar,6,1,Rangiri Dambulla International Stadium,False,1
11648,,June,ODI,India,V Sehwag,2,Shoaib Akhtar,6,2,Rangiri Dambulla International Stadium,False,1
11649,,June,ODI,India,G Gambhir,1,Shoaib Akhtar,6,3,Rangiri Dambulla International Stadium,False,0
11650,,June,ODI,India,G Gambhir,1,Shoaib Akhtar,6,4,Rangiri Dambulla International Stadium,False,0
11651,,June,ODI,India,G Gambhir,1,Shoaib Akhtar,6,5,Rangiri Dambulla International Stadium,False,0
11652,,June,ODI,India,G Gambhir,1,Shoaib Akhtar,6,6,Rangiri Dambulla International Stadium,False,1
11653,,June,ODI,India,G Gambhir,1,Mohammad Amir,7,1,Rangiri Dambulla International Stadium,False,3
11654,,June,ODI,India,V Sehwag,2,Mohammad Amir,7,2,Rangiri Dambulla International Stadium,False,0
11655,,June,ODI,India,V Sehwag,2,Mohammad Amir,7,3,Rangiri Dambulla International Stadium,False,0
11656,,June,ODI,India,V Sehwag,2,Mohammad Amir,7,4,Rangiri Dambulla International Stadium,False,1
11657,,June,ODI,India,V Sehwag,2,Mohammad Amir,7,5,Rangiri Dambulla International Stadium,False,4
11658,,June,ODI,India,V Sehwag,2,Mohammad Amir,7,6,Rangiri Dambulla International Stadium,False,0
11659,,June,ODI,India,V Sehwag,2,Mohammad Amir,7,7,Rangiri Dambulla International Stadium,False,0
11660,,June,ODI,India,G Gambhir,1,Abdul Razzaq,8,1,Rangiri Dambulla International Stadium,False,3
11661,,June,ODI,India,V Sehwag,2,Abdul Razzaq,8,2,Rangiri Dambulla International Stadium,False,0
11662,,June,ODI,India,V Sehwag,2,Abdul Razzaq,8,3,Rangiri Dambulla International Stadium,False,0
11663,,June,ODI,India,V Sehwag,2,Abdul Razzaq,8,4,Rangiri Dambulla International Stadium,False,1
11664,,June,ODI,India,G Gambhir,1,Abdul Razzaq,8,5,Rangiri Dambulla International Stadium,False,1
11665,,June,ODI,India,V Sehwag,2,Abdul Razzaq,8,6,Rangiri Dambulla International Stadium,False,1
11666,,June,ODI,India,V Sehwag,2,Mohammad Amir,9,1,Rangiri Dambulla International Stadium,False,0
11667,,June,ODI,India,V Sehwag,2,Mohammad Amir,9,2,Rangiri Dambulla International Stadium,False,0
11668,,June,ODI,India,V Sehwag,2,Mohammad Amir,9,3,Rangiri Dambulla International Stadium,False,1
11669,,June,ODI,India,G Gambhir,1,Mohammad Amir,9,4,Rangiri Dambulla International Stadium,False,0
11670,,June,ODI,India,G Gambhir,1,Mohammad Amir,9,5,Rangiri Dambulla International Stadium,False,2
11671,,June,ODI,India,G Gambhir,1,Mohammad Amir,9,6,Rangiri Dambulla International Stadium,False,1
11672,,June,ODI,India,G Gambhir,1,Abdul Razzaq,10,1,Rangiri Dambulla International Stadium,False,1
11673,,June,ODI,India,V Sehwag,2,Abdul Razzaq,10,2,Rangiri Dambulla International Stadium,True,0
11674,,June,ODI,India,V Kohli,3,Abdul Razzaq,10,3,Rangiri Dambulla International Stadium,False,0
