id,city,month,match_type,team,batsman,position,bowler,over_no,ball_no,venue,wicket_out,score
1299,Abu Dhabi,April,ODI,Pakistan,Imran Farhat,2,IK Pathan,2,6,Sheikh Zayed Stadium,False,1
1300,Abu Dhabi,April,ODI,Pakistan,Imran Farhat,2,S Sreesanth,3,1,Sheikh Zayed Stadium,False,0
1301,Abu Dhabi,April,ODI,Pakistan,Imran Farhat,2,S Sreesanth,3,2,Sheikh Zayed Stadium,False,0
1302,Abu Dhabi,April,ODI,Pakistan,Imran Farhat,2,S Sreesanth,3,3,Sheikh Zayed Stadium,False,0
1303,Abu Dhabi,April,ODI,Pakistan,Imran Farhat,2,S Sreesanth,3,4,Sheikh Zayed Stadium,False,0
1304,Abu Dhabi,April,ODI,Pakistan,Imran Farhat,2,S Sreesanth,3,5,Sheikh Zayed Stadium,False,0
1305,Abu Dhabi,April,ODI,Pakistan,Imran Farhat,2,S Sreesanth,3,6,Sheikh Zayed Stadium,False,2
1306,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,S Sreesanth,3,7,Sheikh Zayed Stadium,False,0
1307,Abu Dhabi,April,ODI,Pakistan,Imran Farhat,2,IK Pathan,4,1,Sheikh Zayed Stadium,False,0
1308,Abu Dhabi,April,ODI,Pakistan,Imran Farhat,2,IK Pathan,4,2,Sheikh Zayed Stadium,False,4
1309,Abu Dhabi,April,ODI,Pakistan,Imran Farhat,2,IK Pathan,4,3,Sheikh Zayed Stadium,False,0
1310,Abu Dhabi,April,ODI,Pakistan,Imran Farhat,2,IK Pathan,4,4,Sheikh Zayed Stadium,False,0
1311,Abu Dhabi,April,ODI,Pakistan,Imran Farhat,2,IK Pathan,4,5,Sheikh Zayed Stadium,True,0
1312,Abu Dhabi,April,ODI,Pakistan,Shahid Afridi,3,IK Pathan,4,6,Sheikh Zayed Stadium,False,0
1313,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,S Sreesanth,5,1,Sheikh Zayed Stadium,False,0
1314,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,S Sreesanth,5,2,Sheikh Zayed Stadium,False,0
1315,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,S Sreesanth,5,3,Sheikh Zayed Stadium,False,0
1316,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,S Sreesanth,5,4,Sheikh Zayed Stadium,False,1
1317,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,S Sreesanth,5,5,Sheikh Zayed Stadium,False,0
1318,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,S Sreesanth,5,6,Sheikh Zayed Stadium,False,0
1319,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,S Sreesanth,5,7,Sheikh Zayed Stadium,False,0
1320,Abu Dhabi,April,ODI,Pakistan,Shahid Afridi,3,IK Pathan,6,1,Sheikh Zayed Stadium,True,0
1321,Abu Dhabi,April,ODI,Pakistan,Younis Khan,4,IK Pathan,6,2,Sheikh Zayed Stadium,False,0
1322,Abu Dhabi,April,ODI,Pakistan,Younis Khan,4,IK Pathan,6,3,Sheikh Zayed Stadium,False,0
1323,Abu Dhabi,April,ODI,Pakistan,Younis Khan,4,IK Pathan,6,4,Sheikh Zayed Stadium,False,1
1324,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,IK Pathan,6,5,Sheikh Zayed Stadium,False,2
1325,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,IK Pathan,6,6,Sheikh Zayed Stadium,False,1
1326,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,S Sreesanth,7,1,Sheikh Zayed Stadium,False,0
1327,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,S Sreesanth,7,2,Sheikh Zayed Stadium,False,0
1328,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,S Sreesanth,7,3,Sheikh Zayed Stadium,False,0
1329,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,S Sreesanth,7,4,Sheikh Zayed Stadium,False,4
1330,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,S Sreesanth,7,5,Sheikh Zayed Stadium,False,0
1331,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,S Sreesanth,7,6,Sheikh Zayed Stadium,False,0
1332,Abu Dhabi,April,ODI,Pakistan,Younis Khan,4,IK Pathan,8,1,Sheikh Zayed Stadium,False,0
1333,Abu Dhabi,April,ODI,Pakistan,Younis Khan,4,IK Pathan,8,2,Sheikh Zayed Stadium,False,0
1334,Abu Dhabi,April,ODI,Pakistan,Younis Khan,4,IK Pathan,8,3,Sheikh Zayed Stadium,False,0
1335,Abu Dhabi,April,ODI,Pakistan,Younis Khan,4,IK Pathan,8,4,Sheikh Zayed Stadium,False,2
1336,Abu Dhabi,April,ODI,Pakistan,Younis Khan,4,IK Pathan,8,5,Sheikh Zayed Stadium,False,0
1337,Abu Dhabi,April,ODI,Pakistan,Younis Khan,4,IK Pathan,8,6,Sheikh Zayed Stadium,False,0
1338,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,S Sreesanth,9,1,Sheikh Zayed Stadium,False,1
1339,Abu Dhabi,April,ODI,Pakistan,Younis Khan,4,S Sreesanth,9,2,Sheikh Zayed Stadium,False,0
1340,Abu Dhabi,April,ODI,Pakistan,Younis Khan,4,S Sreesanth,9,3,Sheikh Zayed Stadium,False,1
1341,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,S Sreesanth,9,4,Sheikh Zayed Stadium,False,4
1342,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,S Sreesanth,9,5,Sheikh Zayed Stadium,False,0
1343,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,S Sreesanth,9,6,Sheikh Zayed Stadium,False,2
1344,Abu Dhabi,April,ODI,Pakistan,Younis Khan,4,IK Pathan,10,1,Sheikh Zayed Stadium,False,1
1345,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,IK Pathan,10,2,Sheikh Zayed Stadium,False,1
1346,Abu Dhabi,April,ODI,Pakistan,Younis Khan,4,IK Pathan,10,3,Sheikh Zayed Stadium,False,0
1347,Abu Dhabi,April,ODI,Pakistan,Younis Khan,4,IK Pathan,10,4,Sheikh Zayed Stadium,False,0
1348,Abu Dhabi,April,ODI,Pakistan,Younis Khan,4,IK Pathan,10,5,Sheikh Zayed Stadium,False,0
1349,Abu Dhabi,April,ODI,Pakistan,Younis Khan,4,IK Pathan,10,6,Sheikh Zayed Stadium,False,0
1350,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,AB Agarkar,11,1,Sheikh Zayed Stadium,False,1
1351,Abu Dhabi,April,ODI,Pakistan,Younis Khan,4,AB Agarkar,11,2,Sheikh Zayed Stadium,False,0
1352,Abu Dhabi,April,ODI,Pakistan,Younis Khan,4,AB Agarkar,11,3,Sheikh Zayed Stadium,False,1
1353,Abu Dhabi,April,ODI,Pakistan,Younis Khan,4,AB Agarkar,11,4,Sheikh Zayed Stadium,True,0
1354,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,AB Agarkar,11,5,Sheikh Zayed Stadium,False,0
1355,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,AB Agarkar,11,6,Sheikh Zayed Stadium,False,0
1356,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,AB Agarkar,11,7,Sheikh Zayed Stadium,False,0
1357,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,IK Pathan,12,1,Sheikh Zayed Stadium,False,0
1358,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,IK Pathan,12,2,Sheikh Zayed Stadium,False,0
1359,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,IK Pathan,12,3,Sheikh Zayed Stadium,False,1
1360,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,IK Pathan,12,4,Sheikh Zayed Stadium,False,0
1361,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,IK Pathan,12,5,Sheikh Zayed Stadium,False,0
1362,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,IK Pathan,12,6,Sheikh Zayed Stadium,False,0
1363,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,AB Agarkar,13,1,Sheikh Zayed Stadium,False,0
1364,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,AB Agarkar,13,2,Sheikh Zayed Stadium,False,0
1365,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,AB Agarkar,13,3,Sheikh Zayed Stadium,False,0
1366,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,AB Agarkar,13,4,Sheikh Zayed Stadium,False,0
1367,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,AB Agarkar,13,5,Sheikh Zayed Stadium,False,0
1368,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,AB Agarkar,13,6,Sheikh Zayed Stadium,False,0
1369,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,IK Pathan,14,1,Sheikh Zayed Stadium,False,0
1370,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,IK Pathan,14,2,Sheikh Zayed Stadium,False,1
1371,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,IK Pathan,14,3,Sheikh Zayed Stadium,False,1
1372,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,IK Pathan,14,4,Sheikh Zayed Stadium,False,0
1373,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,IK Pathan,14,5,Sheikh Zayed Stadium,False,0
1374,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,IK Pathan,14,6,Sheikh Zayed Stadium,False,0
1375,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,AB Agarkar,15,1,Sheikh Zayed Stadium,False,0
1376,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,AB Agarkar,15,2,Sheikh Zayed Stadium,False,1
1377,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,AB Agarkar,15,3,Sheikh Zayed Stadium,False,1
1378,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,AB Agarkar,15,4,Sheikh Zayed Stadium,False,0
1379,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,AB Agarkar,15,5,Sheikh Zayed Stadium,False,0
1380,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,AB Agarkar,15,6,Sheikh Zayed Stadium,False,0
1381,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,S Sreesanth,16,1,Sheikh Zayed Stadium,False,4
1382,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,S Sreesanth,16,2,Sheikh Zayed Stadium,False,1
1383,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,S Sreesanth,16,3,Sheikh Zayed Stadium,False,0
1384,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,S Sreesanth,16,4,Sheikh Zayed Stadium,False,0
1385,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,S Sreesanth,16,5,Sheikh Zayed Stadium,False,0
1386,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,S Sreesanth,16,6,Sheikh Zayed Stadium,False,0
1387,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,AB Agarkar,17,1,Sheikh Zayed Stadium,False,0
1388,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,AB Agarkar,17,2,Sheikh Zayed Stadium,False,0
1389,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,AB Agarkar,17,3,Sheikh Zayed Stadium,False,1
1390,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,AB Agarkar,17,4,Sheikh Zayed Stadium,False,1
1391,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,AB Agarkar,17,5,Sheikh Zayed Stadium,False,4
1392,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,AB Agarkar,17,6,Sheikh Zayed Stadium,False,0
1393,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,AB Agarkar,17,7,Sheikh Zayed Stadium,False,0
1394,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,S Sreesanth,18,1,Sheikh Zayed Stadium,False,0
1395,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,S Sreesanth,18,2,Sheikh Zayed Stadium,False,0
1396,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,S Sreesanth,18,3,Sheikh Zayed Stadium,False,0
1397,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,S Sreesanth,18,4,Sheikh Zayed Stadium,False,0
1398,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,S Sreesanth,18,5,Sheikh Zayed Stadium,False,4
1399,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,S Sreesanth,18,6,Sheikh Zayed Stadium,False,4
1400,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,AB Agarkar,19,1,Sheikh Zayed Stadium,False,0
1401,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,AB Agarkar,19,2,Sheikh Zayed Stadium,False,1
1402,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,AB Agarkar,19,3,Sheikh Zayed Stadium,False,0
1403,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,AB Agarkar,19,4,Sheikh Zayed Stadium,False,0
1404,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,AB Agarkar,19,5,Sheikh Zayed Stadium,False,0
1405,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,AB Agarkar,19,6,Sheikh Zayed Stadium,False,0
1406,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,Harbhajan Singh,20,1,Sheikh Zayed Stadium,False,0
1407,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,Harbhajan Singh,20,2,Sheikh Zayed Stadium,False,1
1408,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,Harbhajan Singh,20,3,Sheikh Zayed Stadium,False,0
1409,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,Harbhajan Singh,20,4,Sheikh Zayed Stadium,False,0
1410,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,Harbhajan Singh,20,5,Sheikh Zayed Stadium,False,0
1411,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,Harbhajan Singh,20,6,Sheikh Zayed Stadium,False,1
1412,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,RR Powar,21,1,Sheikh Zayed Stadium,False,1
1413,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,RR Powar,21,2,Sheikh Zayed Stadium,False,0
1414,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,RR Powar,21,3,Sheikh Zayed Stadium,False,0
1415,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,RR Powar,21,4,Sheikh Zayed Stadium,False,0
1416,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,RR Powar,21,5,Sheikh Zayed Stadium,False,0
1417,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,RR Powar,21,6,Sheikh Zayed Stadium,False,2
1418,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,Harbhajan Singh,22,1,Sheikh Zayed Stadium,False,0
1419,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,Harbhajan Singh,22,2,Sheikh Zayed Stadium,False,1
1420,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,Harbhajan Singh,22,3,Sheikh Zayed Stadium,False,0
1421,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,Harbhajan Singh,22,4,Sheikh Zayed Stadium,False,1
1422,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,Harbhajan Singh,22,5,Sheikh Zayed Stadium,False,0
1423,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,Harbhajan Singh,22,6,Sheikh Zayed Stadium,False,1
1424,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,RR Powar,23,1,Sheikh Zayed Stadium,False,1
1425,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,RR Powar,23,2,Sheikh Zayed Stadium,False,2
1426,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,RR Powar,23,3,Sheikh Zayed Stadium,False,1
1427,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,RR Powar,23,4,Sheikh Zayed Stadium,False,0
1428,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,RR Powar,23,5,Sheikh Zayed Stadium,False,0
1429,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,RR Powar,23,6,Sheikh Zayed Stadium,False,1
1430,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,Harbhajan Singh,24,1,Sheikh Zayed Stadium,False,4
1431,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,Harbhajan Singh,24,2,Sheikh Zayed Stadium,False,0
1432,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,Harbhajan Singh,24,3,Sheikh Zayed Stadium,False,1
1433,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,Harbhajan Singh,24,4,Sheikh Zayed Stadium,False,1
1434,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,Harbhajan Singh,24,5,Sheikh Zayed Stadium,False,1
1435,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,Harbhajan Singh,24,6,Sheikh Zayed Stadium,False,1
1436,Abu Dhabi,April,ODI,Pakistan,Shoaib Malik,1,RR Powar,25,1,Sheikh Zayed Stadium,True,0
1437,Abu Dhabi,April,ODI,Pakistan,Mohammad Yousuf,6,RR Powar,25,2,Sheikh Zayed Stadium,False,0
1438,Abu Dhabi,April,ODI,Pakistan,Mohammad Yousuf,6,RR Powar,25,3,Sheikh Zayed Stadium,False,2
1439,Abu Dhabi,April,ODI,Pakistan,Mohammad Yousuf,6,RR Powar,25,4,Sheikh Zayed Stadium,False,4
1440,Abu Dhabi,April,ODI,Pakistan,Mohammad Yousuf,6,RR Powar,25,5,Sheikh Zayed Stadium,False,0
1441,Abu Dhabi,April,ODI,Pakistan,Mohammad Yousuf,6,RR Powar,25,6,Sheikh Zayed Stadium,False,1
1442,Abu Dhabi,April,ODI,Pakistan,Mohammad Yousuf,6,Harbhajan Singh,26,1,Sheikh Zayed Stadium,False,1
1443,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,Harbhajan Singh,26,2,Sheikh Zayed Stadium,False,1
1444,Abu Dhabi,April,ODI,Pakistan,Mohammad Yousuf,6,Harbhajan Singh,26,3,Sheikh Zayed Stadium,False,1
1445,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,Harbhajan Singh,26,4,Sheikh Zayed Stadium,False,2
1446,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,Harbhajan Singh,26,5,Sheikh Zayed Stadium,False,1
1447,Abu Dhabi,April,ODI,Pakistan,Mohammad Yousuf,6,Harbhajan Singh,26,6,Sheikh Zayed Stadium,False,0
1448,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,RR Powar,27,1,Sheikh Zayed Stadium,False,2
1449,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,RR Powar,27,2,Sheikh Zayed Stadium,False,1
1450,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,RR Powar,27,3,Sheikh Zayed Stadium,False,0
1451,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,RR Powar,27,4,Sheikh Zayed Stadium,False,1
1452,Abu Dhabi,April,ODI,Pakistan,Mohammad Yousuf,6,RR Powar,27,5,Sheikh Zayed Stadium,True,0
1453,Abu Dhabi,April,ODI,Pakistan,Kamran Akmal,7,RR Powar,27,6,Sheikh Zayed Stadium,False,0
1454,Abu Dhabi,April,ODI,Pakistan,Kamran Akmal,7,RR Powar,27,7,Sheikh Zayed Stadium,False,1
1455,Abu Dhabi,April,ODI,Pakistan,Kamran Akmal,7,Harbhajan Singh,28,1,Sheikh Zayed Stadium,False,0
1456,Abu Dhabi,April,ODI,Pakistan,Kamran Akmal,7,Harbhajan Singh,28,2,Sheikh Zayed Stadium,False,0
1457,Abu Dhabi,April,ODI,Pakistan,Kamran Akmal,7,Harbhajan Singh,28,3,Sheikh Zayed Stadium,False,0
1458,Abu Dhabi,April,ODI,Pakistan,Kamran Akmal,7,Harbhajan Singh,28,4,Sheikh Zayed Stadium,False,1
1459,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,Harbhajan Singh,28,5,Sheikh Zayed Stadium,False,0
1460,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,Harbhajan Singh,28,6,Sheikh Zayed Stadium,False,1
1461,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,RR Powar,29,1,Sheikh Zayed Stadium,False,0
1462,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,RR Powar,29,2,Sheikh Zayed Stadium,False,1
1463,Abu Dhabi,April,ODI,Pakistan,Kamran Akmal,7,RR Powar,29,3,Sheikh Zayed Stadium,False,1
1464,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,RR Powar,29,4,Sheikh Zayed Stadium,False,1
1465,Abu Dhabi,April,ODI,Pakistan,Kamran Akmal,7,RR Powar,29,5,Sheikh Zayed Stadium,False,1
1466,Abu Dhabi,April,ODI,Pakistan,Kamran Akmal,7,RR Powar,29,6,Sheikh Zayed Stadium,False,0
1467,Abu Dhabi,April,ODI,Pakistan,Kamran Akmal,7,RR Powar,29,7,Sheikh Zayed Stadium,False,1
1468,Abu Dhabi,April,ODI,Pakistan,Kamran Akmal,7,Harbhajan Singh,30,1,Sheikh Zayed Stadium,False,2
1469,Abu Dhabi,April,ODI,Pakistan,Kamran Akmal,7,Harbhajan Singh,30,2,Sheikh Zayed Stadium,False,1
1470,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,Harbhajan Singh,30,3,Sheikh Zayed Stadium,False,0
1471,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,Harbhajan Singh,30,4,Sheikh Zayed Stadium,False,1
1472,Abu Dhabi,April,ODI,Pakistan,Kamran Akmal,7,Harbhajan Singh,30,5,Sheikh Zayed Stadium,False,0
1473,Abu Dhabi,April,ODI,Pakistan,Kamran Akmal,7,Harbhajan Singh,30,6,Sheikh Zayed Stadium,False,2
1474,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,RR Powar,31,1,Sheikh Zayed Stadium,False,1
1475,Abu Dhabi,April,ODI,Pakistan,Kamran Akmal,7,RR Powar,31,2,Sheikh Zayed Stadium,False,4
1476,Abu Dhabi,April,ODI,Pakistan,Kamran Akmal,7,RR Powar,31,3,Sheikh Zayed Stadium,False,0
1477,Abu Dhabi,April,ODI,Pakistan,Kamran Akmal,7,RR Powar,31,4,Sheikh Zayed Stadium,False,1
1478,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,RR Powar,31,5,Sheikh Zayed Stadium,False,1
1479,Abu Dhabi,April,ODI,Pakistan,Kamran Akmal,7,RR Powar,31,6,Sheikh Zayed Stadium,False,0
1480,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,Harbhajan Singh,32,1,Sheikh Zayed Stadium,False,1
1481,Abu Dhabi,April,ODI,Pakistan,Kamran Akmal,7,Harbhajan Singh,32,2,Sheikh Zayed Stadium,False,0
1482,Abu Dhabi,April,ODI,Pakistan,Kamran Akmal,7,Harbhajan Singh,32,3,Sheikh Zayed Stadium,False,0
1483,Abu Dhabi,April,ODI,Pakistan,Kamran Akmal,7,Harbhajan Singh,32,4,Sheikh Zayed Stadium,False,1
1484,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,Harbhajan Singh,32,5,Sheikh Zayed Stadium,False,1
1485,Abu Dhabi,April,ODI,Pakistan,Kamran Akmal,7,Harbhajan Singh,32,6,Sheikh Zayed Stadium,False,1
1486,Abu Dhabi,April,ODI,Pakistan,Kamran Akmal,7,RR Powar,33,1,Sheikh Zayed Stadium,False,1
1487,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,RR Powar,33,2,Sheikh Zayed Stadium,False,1
1488,Abu Dhabi,April,ODI,Pakistan,Kamran Akmal,7,RR Powar,33,3,Sheikh Zayed Stadium,False,1
1489,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,RR Powar,33,4,Sheikh Zayed Stadium,False,0
1490,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,RR Powar,33,5,Sheikh Zayed Stadium,False,1
1491,Abu Dhabi,April,ODI,Pakistan,Kamran Akmal,7,RR Powar,33,6,Sheikh Zayed Stadium,False,0
1492,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,Harbhajan Singh,34,1,Sheikh Zayed Stadium,False,4
1493,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,Harbhajan Singh,34,2,Sheikh Zayed Stadium,False,0
1494,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,Harbhajan Singh,34,3,Sheikh Zayed Stadium,False,5
1495,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,Harbhajan Singh,34,4,Sheikh Zayed Stadium,False,0
1496,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,Harbhajan Singh,34,5,Sheikh Zayed Stadium,False,1
1497,Abu Dhabi,April,ODI,Pakistan,Kamran Akmal,7,Harbhajan Singh,34,6,Sheikh Zayed Stadium,True,0
1498,Abu Dhabi,April,ODI,Pakistan,Abdul Razzaq,8,Harbhajan Singh,34,7,Sheikh Zayed Stadium,False,1
1499,Abu Dhabi,April,ODI,Pakistan,Abdul Razzaq,8,RR Powar,35,1,Sheikh Zayed Stadium,False,0
1500,Abu Dhabi,April,ODI,Pakistan,Abdul Razzaq,8,RR Powar,35,2,Sheikh Zayed Stadium,True,0
1501,Abu Dhabi,April,ODI,Pakistan,Naved-ul-Hasan,9,RR Powar,35,3,Sheikh Zayed Stadium,False,0
1502,Abu Dhabi,April,ODI,Pakistan,Naved-ul-Hasan,9,RR Powar,35,4,Sheikh Zayed Stadium,False,1
1503,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,RR Powar,35,5,Sheikh Zayed Stadium,False,3
1504,Abu Dhabi,April,ODI,Pakistan,Naved-ul-Hasan,9,RR Powar,35,6,Sheikh Zayed Stadium,False,4
1505,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,Harbhajan Singh,36,1,Sheikh Zayed Stadium,False,2
1506,Abu Dhabi,April,ODI,Pakistan,Inzamam-ul-Haq,5,Harbhajan Singh,36,2,Sheikh Zayed Stadium,False,1
1507,Abu Dhabi,April,ODI,Pakistan,Naved-ul-Hasan,9,Harbhajan Singh,36,3,Sheikh Zayed Stadium,False,0
1508,Abu Dhabi,April,ODI,Pakistan,Naved-ul-Hasan,9,Harbhajan Singh,36,4,Sheikh Zayed Stadium,False,0
