id,match_type,month,city,position,bat_team,batsman,bowling_team,venue,score
2048,ODI,November,Lincoln,4,Pakistan,Bismah Maroof,New Zealand,Bert Sutcliffe Oval,95
2049,ODI,November,Lincoln,5,Pakistan,Nida Dar,New Zealand,Bert Sutcliffe Oval,0
2050,ODI,November,Lincoln,6,Pakistan,Nain Abidi,New Zealand,Bert Sutcliffe Oval,12
2051,ODI,November,Lincoln,7,Pakistan,Asmavia Iqbal,New Zealand,Bert Sutcliffe Oval,7
2052,ODI,November,Lincoln,8,Pakistan,Aliya Riaz,New Zealand,Bert Sutcliffe Oval,7
2053,ODI,November,Lincoln,1,New Zealand,SW Bates,Pakistan,Bert Sutcliffe Oval,74
2054,ODI,November,Lincoln,2,New Zealand,RH Priest,Pakistan,Bert Sutcliffe Oval,24
2055,ODI,November,Lincoln,3,New Zealand,AE Satterthwaite,Pakistan,Bert Sutcliffe Oval,116
2056,ODI,November,Lincoln,4,New Zealand,KJ Martin,Pakistan,Bert Sutcliffe Oval,53
2057,ODI,November,,1,New Zealand,SFM Devine,Pakistan,Sharjah Cricket Stadium,2
2058,ODI,November,,2,New Zealand,SW Bates,Pakistan,Sharjah Cricket Stadium,6
2059,ODI,November,,3,New Zealand,AE Satterthwaite,Pakistan,Sharjah Cricket Stadium,6
2060,ODI,November,,4,New Zealand,KJ Martin,Pakistan,Sharjah Cricket Stadium,18
2061,ODI,November,,5,New Zealand,ML Green,Pakistan,Sharjah Cricket Stadium,29
2062,ODI,November,,6,New Zealand,SRH Curtis,Pakistan,Sharjah Cricket Stadium,52
2063,ODI,November,,7,New Zealand,AM Peterson,Pakistan,Sharjah Cricket Stadium,17
2064,ODI,November,,8,New Zealand,AC Kerr,Pakistan,Sharjah Cricket Stadium,14
2065,ODI,November,,9,New Zealand,TMM Newton,Pakistan,Sharjah Cricket Stadium,8
2066,ODI,November,,10,New Zealand,HM Rowe,Pakistan,Sharjah Cricket Stadium,2
2067,ODI,November,,11,New Zealand,LM Kasperek,Pakistan,Sharjah Cricket Stadium,1
2068,ODI,November,,1,Pakistan,Nahida Khan,New Zealand,Sharjah Cricket Stadium,23
2069,ODI,November,,2,Pakistan,Sidra Ameen,New Zealand,Sharjah Cricket Stadium,33
2070,ODI,November,,3,Pakistan,Javeria Khan,New Zealand,Sharjah Cricket Stadium,32
2071,ODI,November,,4,Pakistan,Bismah Maroof,New Zealand,Sharjah Cricket Stadium,39
2072,ODI,November,,5,Pakistan,Iram Javed,New Zealand,Sharjah Cricket Stadium,6
2073,ODI,November,,6,Pakistan,Aliya Riaz,New Zealand,Sharjah Cricket Stadium,8
2074,ODI,November,,7,Pakistan,Sana Mir,New Zealand,Sharjah Cricket Stadium,15
2075,ODI,February,Hamilton,1,Pakistan,Mohammad Hafeez,New Zealand,Seddon Park,14
2076,ODI,February,Hamilton,2,Pakistan,Ahmed Shehzad,New Zealand,Seddon Park,122
2077,ODI,February,Hamilton,3,Pakistan,Kamran Akmal,New Zealand,Seddon Park,17
2078,ODI,February,Hamilton,4,Pakistan,Younis Khan,New Zealand,Seddon Park,21
2079,ODI,February,Hamilton,5,Pakistan,Misbah-ul-Haq,New Zealand,Seddon Park,26
2080,ODI,February,Hamilton,6,Pakistan,Umar Akmal,New Zealand,Seddon Park,32
2081,ODI,February,Hamilton,7,Pakistan,Shahid Afridi,New Zealand,Seddon Park,26
2082,ODI,February,Hamilton,8,Pakistan,Abdul Razzaq,New Zealand,Seddon Park,3
2083,ODI,February,Hamilton,9,Pakistan,Wahab Riaz,New Zealand,Seddon Park,5
2084,ODI,February,Hamilton,10,Pakistan,Umar Gul,New Zealand,Seddon Park,2
2085,ODI,February,Hamilton,1,New Zealand,MJ Guptill,Pakistan,Seddon Park,73
2086,ODI,February,Hamilton,2,New Zealand,JD Ryder,Pakistan,Seddon Park,0
2087,ODI,February,Hamilton,3,New Zealand,JM How,Pakistan,Seddon Park,13
2088,ODI,February,Hamilton,4,New Zealand,LRPL Taylor,Pakistan,Seddon Park,70
2089,ODI,February,Hamilton,5,New Zealand,BB McCullum,Pakistan,Seddon Park,10
2090,ODI,February,Hamilton,6,New Zealand,SB Styris,Pakistan,Seddon Park,9
2091,ODI,February,Hamilton,7,New Zealand,JEC Franklin,Pakistan,Seddon Park,17
2092,ODI,February,Hamilton,8,New Zealand,NL McCullum,Pakistan,Seddon Park,15
2093,ODI,February,Hamilton,9,New Zealand,JDP Oram,Pakistan,Seddon Park,12
2094,ODI,February,Hamilton,10,New Zealand,KD Mills,Pakistan,Seddon Park,5
2095,ODI,February,Hamilton,11,New Zealand,HK Bennett,Pakistan,Seddon Park,3
2096,ODI,January,Wellington,1,New Zealand,MJ Guptill,Pakistan,Basin Reserve,103
2097,ODI,January,Wellington,2,New Zealand,C Munro,Pakistan,Basin Reserve,34
2098,ODI,January,Wellington,3,New Zealand,KS Williamson,Pakistan,Basin Reserve,26
2099,ODI,January,Wellington,4,New Zealand,LRPL Taylor,Pakistan,Basin Reserve,61
2100,ODI,January,Wellington,5,New Zealand,C de Grandhomme,Pakistan,Basin Reserve,29
2101,ODI,January,Wellington,6,New Zealand,HM Nicholls,Pakistan,Basin Reserve,1
2102,ODI,January,Wellington,7,New Zealand,TWM Latham,Pakistan,Basin Reserve,2
2103,ODI,January,Wellington,8,New Zealand,MJ Santner,Pakistan,Basin Reserve,1
2104,ODI,January,Wellington,9,New Zealand,TG Southee,Pakistan,Basin Reserve,14
2105,ODI,January,Wellington,1,Pakistan,Fakhar Zaman,New Zealand,Basin Reserve,12
2106,ODI,January,Wellington,2,Pakistan,Umar Amin,New Zealand,Basin Reserve,2
2107,ODI,January,Wellington,3,Pakistan,Babar Azam,New Zealand,Basin Reserve,12
2108,ODI,January,Wellington,4,Pakistan,Haris Sohail,New Zealand,Basin Reserve,70
2109,ODI,January,Wellington,5,Pakistan,Mohammad Hafeez,New Zealand,Basin Reserve,8
2110,ODI,January,Wellington,6,Pakistan,Sarfraz Ahmed,New Zealand,Basin Reserve,3
2111,ODI,January,Wellington,7,Pakistan,Shadab Khan,New Zealand,Basin Reserve,57
2112,ODI,January,Wellington,8,Pakistan,Faheem Ashraf,New Zealand,Basin Reserve,28
2113,ODI,January,Wellington,9,Pakistan,Aamer Yamin,New Zealand,Basin Reserve,35
2114,ODI,January,Wellington,10,Pakistan,Mohammad Nawaz (3),New Zealand,Basin Reserve,24
2115,ODI,January,Wellington,11,Pakistan,Rumman Raees,New Zealand,Basin Reserve,5
2116,ODI,January,Auckland,1,Pakistan,Azhar Ali,New Zealand,Eden Park,4
2117,ODI,January,Auckland,2,Pakistan,Ahmed Shehzad,New Zealand,Eden Park,12
2118,ODI,January,Auckland,3,Pakistan,Mohammad Hafeez,New Zealand,Eden Park,78
2119,ODI,January,Auckland,4,Pakistan,Babar Azam,New Zealand,Eden Park,91
2120,ODI,January,Auckland,5,Pakistan,Shoaib Malik,New Zealand,Eden Park,33
2121,ODI,January,Auckland,6,Pakistan,Sarfraz Ahmed,New Zealand,Eden Park,43
2122,ODI,January,Auckland,7,Pakistan,Mohammad Rizwan,New Zealand,Eden Park,16
2123,ODI,January,Auckland,8,Pakistan,Wahab Riaz,New Zealand,Eden Park,11
2124,ODI,January,Auckland,9,Pakistan,Mohammad Amir,New Zealand,Eden Park,1
2125,ODI,January,Auckland,10,Pakistan,Rahat Ali,New Zealand,Eden Park,0
2126,ODI,January,Auckland,11,Pakistan,Mohammad Irfan,New Zealand,Eden Park,1
2127,ODI,January,Auckland,1,New Zealand,MJ Guptill,Pakistan,Eden Park,88
2128,ODI,January,Auckland,2,New Zealand,BB McCullum,Pakistan,Eden Park,0
2129,ODI,January,Auckland,3,New Zealand,KS Williamson,Pakistan,Eden Park,90
2130,ODI,January,Auckland,4,New Zealand,HM Nicholls,Pakistan,Eden Park,7
2131,ODI,January,Auckland,5,New Zealand,GD Elliott,Pakistan,Eden Park,10
2132,ODI,January,Auckland,6,New Zealand,CJ Anderson,Pakistan,Eden Park,39
2133,ODI,January,Auckland,7,New Zealand,L Ronchi,Pakistan,Eden Park,21
2134,ODI,January,Auckland,8,New Zealand,MJ Santner,Pakistan,Eden Park,10
2135,ODI,January,Auckland,9,New Zealand,AF Milne,Pakistan,Eden Park,0
2136,ODI,November,Nelson,1,Pakistan,Ayesha Zafar,New Zealand,Saxton Oval,61
2137,ODI,November,Nelson,2,Pakistan,Nahida Khan,New Zealand,Saxton Oval,18
2138,ODI,November,Nelson,3,Pakistan,Javeria Khan,New Zealand,Saxton Oval,31
2139,ODI,November,Nelson,4,Pakistan,Bismah Maroof,New Zealand,Saxton Oval,0
2140,ODI,November,Nelson,5,Pakistan,Iram Javed,New Zealand,Saxton Oval,7
2141,ODI,November,Nelson,6,Pakistan,Sana Mir,New Zealand,Saxton Oval,31
2142,ODI,November,Nelson,7,Pakistan,Sidra Nawaz,New Zealand,Saxton Oval,2
2143,ODI,November,Nelson,8,Pakistan,Asmavia Iqbal,New Zealand,Saxton Oval,0
2144,ODI,November,Nelson,9,Pakistan,Diana Baig,New Zealand,Saxton Oval,1
2145,ODI,November,Nelson,10,Pakistan,Sadia Yousuf,New Zealand,Saxton Oval,7
2146,ODI,November,Nelson,11,Pakistan,Anam Amin,New Zealand,Saxton Oval,0
2147,ODI,November,Nelson,1,New Zealand,SW Bates,Pakistan,Saxton Oval,67
2148,ODI,November,Nelson,2,New Zealand,RH Priest,Pakistan,Saxton Oval,12
2149,ODI,November,Nelson,3,New Zealand,SFM Devine,Pakistan,Saxton Oval,62
2150,ODI,November,Nelson,4,New Zealand,EC Perry,Pakistan,Saxton Oval,16
2151,ODI,November,Nelson,5,New Zealand,SRH Curtis,Pakistan,Saxton Oval,5
2152,T20,April,Karachi,1,Pakistan,Fakhar Zaman,West Indies,National Stadium,6
2153,T20,April,Karachi,2,Pakistan,Babar Azam,West Indies,National Stadium,104
2154,T20,April,Karachi,3,Pakistan,Hussain Talat,West Indies,National Stadium,64
2155,T20,April,Karachi,4,Pakistan,Asif Ali,West Indies,National Stadium,14
2156,T20,April,Karachi,5,Pakistan,Shoaib Malik,West Indies,National Stadium,17
2157,T20,April,Karachi,1,West Indies,CAK Walton,Pakistan,National Stadium,40
2158,T20,April,Karachi,2,West Indies,ADS Fletcher,Pakistan,National Stadium,1
2159,T20,April,Karachi,3,West Indies,MN Samuels,Pakistan,National Stadium,13
2160,T20,April,Karachi,4,West Indies,JN Mohammed,Pakistan,National Stadium,17
2161,T20,April,Karachi,5,West Indies,D Ramdin,Pakistan,National Stadium,22
2162,T20,April,Karachi,6,West Indies,R Powell,Pakistan,National Stadium,3
2163,T20,April,Karachi,7,West Indies,KMA Paul,Pakistan,National Stadium,17
2164,T20,April,Karachi,8,West Indies,RR Emrit,Pakistan,National Stadium,1
2165,T20,April,Karachi,9,West Indies,KOK Williams,Pakistan,National Stadium,1
2166,T20,April,Karachi,10,West Indies,OF Smith,Pakistan,National Stadium,6
2167,T20,April,Karachi,11,West Indies,S Badree,Pakistan,National Stadium,2
2168,T20,February,Karachi,1,Pakistan,Umaima Sohail,West Indies,Southend Club Cricket Stadium,29
2169,T20,February,Karachi,2,Pakistan,Javeria Khan,West Indies,Southend Club Cricket Stadium,10
2170,T20,February,Karachi,3,Pakistan,Bismah Maroof,West Indies,Southend Club Cricket Stadium,21
2171,T20,February,Karachi,4,Pakistan,Nida Dar,West Indies,Southend Club Cricket Stadium,54
2172,T20,February,Karachi,5,Pakistan,Iram Javed,West Indies,Southend Club Cricket Stadium,7
2173,T20,February,Karachi,6,Pakistan,Aliya Riaz,West Indies,Southend Club Cricket Stadium,27
2174,T20,February,Karachi,7,Pakistan,Sana Mir,West Indies,Southend Club Cricket Stadium,2
2175,T20,February,Karachi,1,West Indies,Kycia A Knight,Pakistan,Southend Club Cricket Stadium,0
2176,T20,February,Karachi,2,West Indies,DJS Dottin,Pakistan,Southend Club Cricket Stadium,46
2177,T20,February,Karachi,3,West Indies,SA Campbelle,Pakistan,Southend Club Cricket Stadium,9
2178,T20,February,Karachi,4,West Indies,CN Nation,Pakistan,Southend Club Cricket Stadium,19
2179,T20,February,Karachi,5,West Indies,NY McLean,Pakistan,Southend Club Cricket Stadium,26
2180,T20,February,Karachi,6,West Indies,MR Aguilleira,Pakistan,Southend Club Cricket Stadium,15
2181,T20,February,Karachi,7,West Indies,CA Henry,Pakistan,Southend Club Cricket Stadium,12
2182,T20,February,Karachi,8,West Indies,ASS Fletcher,Pakistan,Southend Club Cricket Stadium,1
2183,T20,February,Karachi,9,West Indies,A Mohammed,Pakistan,Southend Club Cricket Stadium,3
2184,T20,February,Karachi,10,West Indies,SC Selman,Pakistan,Southend Club Cricket Stadium,7
2185,T20,February,Karachi,1,Pakistan,Javeria Khan,West Indies,Southend Club Cricket Stadium,29
2186,T20,February,Karachi,2,Pakistan,Umaima Sohail,West Indies,Southend Club Cricket Stadium,0
2187,T20,February,Karachi,3,Pakistan,Bismah Maroof,West Indies,Southend Club Cricket Stadium,33
2188,T20,February,Karachi,4,Pakistan,Nida Dar,West Indies,Southend Club Cricket Stadium,26
2189,T20,February,Karachi,5,Pakistan,Iram Javed,West Indies,Southend Club Cricket Stadium,21
2190,T20,February,Karachi,6,Pakistan,Aliya Riaz,West Indies,Southend Club Cricket Stadium,23
2191,T20,February,Karachi,1,West Indies,Kycia A Knight,Pakistan,Southend Club Cricket Stadium,32
2192,T20,February,Karachi,2,West Indies,DJS Dottin,Pakistan,Southend Club Cricket Stadium,25
2193,T20,February,Karachi,3,West Indies,SA Campbelle,Pakistan,Southend Club Cricket Stadium,43
2194,T20,February,Karachi,4,West Indies,CN Nation,Pakistan,Southend Club Cricket Stadium,13
2195,T20,February,Karachi,5,West Indies,NY McLean,Pakistan,Southend Club Cricket Stadium,1
2196,T20,February,Karachi,6,West Indies,MR Aguilleira,Pakistan,Southend Club Cricket Stadium,6
2197,T20,February,Karachi,7,West Indies,CA Henry,Pakistan,Southend Club Cricket Stadium,11
2198,T20,February,Karachi,8,West Indies,ASS Fletcher,Pakistan,Southend Club Cricket Stadium,1
2199,T20,February,Karachi,1,West Indies,DJS Dottin,Pakistan,Southend Club Cricket Stadium,18
2200,T20,February,Karachi,2,West Indies,CN Nation,Pakistan,Southend Club Cricket Stadium,0
2201,T20,February,Karachi,1,Pakistan,Aliya Riaz,West Indies,Southend Club Cricket Stadium,0
2202,T20,February,Karachi,2,Pakistan,Nida Dar,West Indies,Southend Club Cricket Stadium,0
2203,T20,February,Karachi,3,Pakistan,Iram Javed,West Indies,Southend Club Cricket Stadium,1
2204,T20,April,Karachi,1,West Indies,CAK Walton,Pakistan,National Stadium,1
2205,T20,April,Karachi,2,West Indies,ADS Fletcher,Pakistan,National Stadium,52
2206,T20,April,Karachi,3,West Indies,MN Samuels,Pakistan,National Stadium,32
2207,T20,April,Karachi,4,West Indies,AM McCarthy,Pakistan,National Stadium,5
2208,T20,April,Karachi,5,West Indies,R Powell,Pakistan,National Stadium,6
2209,T20,April,Karachi,6,West Indies,JN Mohammed,Pakistan,National Stadium,13
2210,T20,April,Karachi,7,West Indies,D Ramdin,Pakistan,National Stadium,43
2211,T20,April,Karachi,8,West Indies,KMA Paul,Pakistan,National Stadium,1
2212,T20,April,Karachi,1,Pakistan,Fakhar Zaman,West Indies,National Stadium,40
2213,T20,April,Karachi,2,Pakistan,Babar Azam,West Indies,National Stadium,51
2214,T20,April,Karachi,3,Pakistan,Hussain Talat,West Indies,National Stadium,32
2215,T20,April,Karachi,4,Pakistan,Asif Ali,West Indies,National Stadium,31
2216,T20,April,Karachi,1,Pakistan,Fakhar Zaman,West Indies,National Stadium,41
2217,T20,April,Karachi,2,Pakistan,Babar Azam,West Indies,National Stadium,17
2218,T20,April,Karachi,3,Pakistan,Hussain Talat,West Indies,National Stadium,43
2219,T20,April,Karachi,4,Pakistan,Sarfraz Ahmed,West Indies,National Stadium,44
2220,T20,April,Karachi,5,Pakistan,Shoaib Malik,West Indies,National Stadium,37
2221,T20,April,Karachi,6,Pakistan,Asif Ali,West Indies,National Stadium,1
2222,T20,April,Karachi,7,Pakistan,Faheem Ashraf,West Indies,National Stadium,20
2223,T20,April,Karachi,1,West Indies,CAK Walton,Pakistan,National Stadium,6
2224,T20,April,Karachi,2,West Indies,ADS Fletcher,Pakistan,National Stadium,0
2225,T20,April,Karachi,3,West Indies,MN Samuels,Pakistan,National Stadium,20
2226,T20,April,Karachi,4,West Indies,JN Mohammed,Pakistan,National Stadium,0
2227,T20,April,Karachi,5,West Indies,D Ramdin,Pakistan,National Stadium,1
2228,T20,April,Karachi,6,West Indies,R Powell,Pakistan,National Stadium,5
2229,T20,April,Karachi,7,West Indies,KMA Paul,Pakistan,National Stadium,10
2230,T20,April,Karachi,8,West Indies,RR Emrit,Pakistan,National Stadium,11
2231,T20,April,Karachi,9,West Indies,KOK Williams,Pakistan,National Stadium,0
2232,T20,April,Karachi,10,West Indies,S Badree,Pakistan,National Stadium,7
2233,T20,February,Canberra,1,West Indies,HK Matthews,Pakistan,Manuka Oval,0
2234,T20,February,Canberra,2,West Indies,LAGL Kirby,Pakistan,Manuka Oval,17
2235,T20,February,Canberra,3,West Indies,SR Taylor,Pakistan,Manuka Oval,44
2236,T20,February,Canberra,4,West Indies,DJS Dottin,Pakistan,Manuka Oval,1
2237,T20,February,Canberra,5,West Indies,SA Campbelle,Pakistan,Manuka Oval,43
2238,T20,February,Canberra,6,West Indies,CA Henry,Pakistan,Manuka Oval,5
2239,T20,February,Canberra,7,West Indies,CN Nation,Pakistan,Manuka Oval,7
2240,T20,February,Canberra,8,West Indies,ASS Fletcher,Pakistan,Manuka Oval,6
2241,T20,February,Canberra,9,West Indies,SS Connell,Pakistan,Manuka Oval,1
2242,T20,February,Canberra,1,Pakistan,Muneeba Ali,West Indies,Manuka Oval,27
2243,T20,February,Canberra,2,Pakistan,Javeria Khan,West Indies,Manuka Oval,39
2244,T20,February,Canberra,3,Pakistan,Bismah Maroof,West Indies,Manuka Oval,42
2245,T20,February,Canberra,4,Pakistan,Nida Dar,West Indies,Manuka Oval,19
2246,T20,March,Trinidad,1,Pakistan,Kamran Akmal,West Indies,"Queen's Park Oval, Port of Spain",0
2247,T20,March,Trinidad,2,Pakistan,Ahmed Shehzad,West Indies,"Queen's Park Oval, Port of Spain",14
2248,T20,March,Trinidad,3,Pakistan,Babar Azam,West Indies,"Queen's Park Oval, Port of Spain",27
2249,T20,March,Trinidad,4,Pakistan,Shoaib Malik,West Indies,"Queen's Park Oval, Port of Spain",29
2250,T20,March,Trinidad,5,Pakistan,Fakhar Zaman,West Indies,"Queen's Park Oval, Port of Spain",5
2251,T20,March,Trinidad,6,Pakistan,Sarfraz Ahmed,West Indies,"Queen's Park Oval, Port of Spain",12
2252,T20,March,Trinidad,7,Pakistan,Imad Wasim,West Indies,"Queen's Park Oval, Port of Spain",4
2253,T20,March,Trinidad,8,Pakistan,Sohail Tanvir,West Indies,"Queen's Park Oval, Port of Spain",4
2254,T20,March,Trinidad,9,Pakistan,Shadab Khan,West Indies,"Queen's Park Oval, Port of Spain",13
2255,T20,March,Trinidad,10,Pakistan,Wahab Riaz,West Indies,"Queen's Park Oval, Port of Spain",24
2256,T20,March,Trinidad,11,Pakistan,Hasan Ali,West Indies,"Queen's Park Oval, Port of Spain",0
2257,T20,March,Trinidad,1,West Indies,E Lewis,Pakistan,"Queen's Park Oval, Port of Spain",8
2258,T20,March,Trinidad,2,West Indies,CAK Walton,Pakistan,"Queen's Park Oval, Port of Spain",22
2259,T20,March,Trinidad,3,West Indies,MN Samuels,Pakistan,"Queen's Park Oval, Port of Spain",44
2260,T20,March,Trinidad,4,West Indies,LMP Simmons,Pakistan,"Queen's Park Oval, Port of Spain",1
2261,T20,March,Trinidad,5,West Indies,KA Pollard,Pakistan,"Queen's Park Oval, Port of Spain",3
2262,T20,March,Trinidad,6,West Indies,R Powell,Pakistan,"Queen's Park Oval, Port of Spain",0
2263,T20,March,Trinidad,7,West Indies,CR Brathwaite,Pakistan,"Queen's Park Oval, Port of Spain",15
2264,T20,March,Trinidad,8,West Indies,JO Holder,Pakistan,"Queen's Park Oval, Port of Spain",26
2265,T20,March,Trinidad,9,West Indies,SP Narine,Pakistan,"Queen's Park Oval, Port of Spain",10
2266,T20,March,Trinidad,10,West Indies,S Badree,Pakistan,"Queen's Park Oval, Port of Spain",0
2267,T20,April,St Lucia,1,West Indies,LMP Simmons,Pakistan,"Beausejour Stadium, Gros Islet",66
2268,T20,April,St Lucia,2,West Indies,ADS Fletcher,Pakistan,"Beausejour Stadium, Gros Islet",1
2269,T20,April,St Lucia,3,West Indies,DM Bravo,Pakistan,"Beausejour Stadium, Gros Islet",43
2270,T20,April,St Lucia,4,West Indies,MN Samuels,Pakistan,"Beausejour Stadium, Gros Islet",4
2271,T20,April,St Lucia,5,West Indies,DP Hyatt,Pakistan,"Beausejour Stadium, Gros Islet",15
2272,T20,April,St Lucia,6,West Indies,DJG Sammy,Pakistan,"Beausejour Stadium, Gros Islet",1
2273,T20,April,St Lucia,7,West Indies,CD Barnwell,Pakistan,"Beausejour Stadium, Gros Islet",13
2274,T20,April,St Lucia,8,West Indies,AD Russell,Pakistan,"Beausejour Stadium, Gros Islet",0
2275,T20,April,St Lucia,9,West Indies,AR Nurse,Pakistan,"Beausejour Stadium, Gros Islet",7
2276,T20,April,St Lucia,1,Pakistan,Ahmed Shehzad,West Indies,"Beausejour Stadium, Gros Islet",12
2277,T20,April,St Lucia,2,Pakistan,Mohammad Hafeez,West Indies,"Beausejour Stadium, Gros Islet",4
2278,T20,April,St Lucia,3,Pakistan,Asad Shafiq,West Indies,"Beausejour Stadium, Gros Islet",26
2279,T20,April,St Lucia,4,Pakistan,Umar Akmal,West Indies,"Beausejour Stadium, Gros Islet",44
2280,T20,April,St Lucia,5,Pakistan,Misbah-ul-Haq,West Indies,"Beausejour Stadium, Gros Islet",0
2281,T20,April,St Lucia,6,Pakistan,Shahid Afridi,West Indies,"Beausejour Stadium, Gros Islet",12
2282,T20,April,St Lucia,7,Pakistan,Mohammad Salman,West Indies,"Beausejour Stadium, Gros Islet",5
2283,T20,April,St Lucia,8,Pakistan,Abdur Rehman,West Indies,"Beausejour Stadium, Gros Islet",7
2284,T20,April,St Lucia,9,Pakistan,Wahab Riaz,West Indies,"Beausejour Stadium, Gros Islet",6
2285,T20,April,St Lucia,10,Pakistan,Saeed Ajmal,West Indies,"Beausejour Stadium, Gros Islet",23
2286,T20,April,St Lucia,11,Pakistan,Junaid Khan,West Indies,"Beausejour Stadium, Gros Islet",4
2287,T20,January,Karachi,1,West Indies,Kycia A Knight,Pakistan,Southend Club Cricket Stadium,10
2288,T20,January,Karachi,2,West Indies,DJS Dottin,Pakistan,Southend Club Cricket Stadium,94
2289,T20,January,Karachi,3,West Indies,SA Campbelle,Pakistan,Southend Club Cricket Stadium,5
2290,T20,January,Karachi,4,West Indies,CN Nation,Pakistan,Southend Club Cricket Stadium,51
2291,T20,January,Karachi,1,Pakistan,Sidra Ameen,West Indies,Southend Club Cricket Stadium,3
2292,T20,January,Karachi,2,Pakistan,Javeria Khan,West Indies,Southend Club Cricket Stadium,24
2293,T20,January,Karachi,3,Pakistan,Bismah Maroof,West Indies,Southend Club Cricket Stadium,38
2294,T20,January,Karachi,4,Pakistan,Umaima Sohail,West Indies,Southend Club Cricket Stadium,3
2295,T20,January,Karachi,5,Pakistan,Iram Javed,West Indies,Southend Club Cricket Stadium,7
2296,T20,January,Karachi,6,Pakistan,Aliya Riaz,West Indies,Southend Club Cricket Stadium,6
2297,T20,January,Karachi,7,Pakistan,Nida Dar,West Indies,Southend Club Cricket Stadium,2
2298,T20,January,Karachi,8,Pakistan,Sana Mir,West Indies,Southend Club Cricket Stadium,2
2299,T20,January,Karachi,9,Pakistan,Sidra Nawaz,West Indies,Southend Club Cricket Stadium,0
2300,T20,January,Karachi,10,Pakistan,Aiman Anwer,West Indies,Southend Club Cricket Stadium,4
2301,T20,January,Karachi,11,Pakistan,Nashra Sandhu,West Indies,Southend Club Cricket Stadium,0
2302,T20,July,St Vincent,1,West Indies,J Charles,Pakistan,"Arnos Vale Ground, Kingstown",1
2303,T20,July,St Vincent,2,West Indies,CH Gayle,Pakistan,"Arnos Vale Ground, Kingstown",5
2304,T20,July,St Vincent,3,West Indies,MN Samuels,Pakistan,"Arnos Vale Ground, Kingstown",25
2305,T20,July,St Vincent,4,West Indies,LMP Simmons,Pakistan,"Arnos Vale Ground, Kingstown",6
2306,T20,July,St Vincent,5,West Indies,DJ Bravo,Pakistan,"Arnos Vale Ground, Kingstown",28
2307,T20,July,St Vincent,6,West Indies,KA Pollard,Pakistan,"Arnos Vale Ground, Kingstown",56
2308,T20,July,St Vincent,7,West Indies,DJG Sammy,Pakistan,"Arnos Vale Ground, Kingstown",31
2309,T20,July,St Vincent,8,West Indies,SP Narine,Pakistan,"Arnos Vale Ground, Kingstown",0
2310,T20,July,St Vincent,1,Pakistan,Nasir Jamshed,West Indies,"Arnos Vale Ground, Kingstown",7
2311,T20,July,St Vincent,2,Pakistan,Ahmed Shehzad,West Indies,"Arnos Vale Ground, Kingstown",3
2312,T20,July,St Vincent,3,Pakistan,Mohammad Hafeez,West Indies,"Arnos Vale Ground, Kingstown",13
2313,T20,July,St Vincent,4,Pakistan,Umar Amin,West Indies,"Arnos Vale Ground, Kingstown",50
2314,T20,July,St Vincent,5,Pakistan,Umar Akmal,West Indies,"Arnos Vale Ground, Kingstown",9
2315,T20,July,St Vincent,6,Pakistan,Hammad Azam,West Indies,"Arnos Vale Ground, Kingstown",10
2316,T20,July,St Vincent,7,Pakistan,Shahid Afridi,West Indies,"Arnos Vale Ground, Kingstown",51
2317,T20,July,St Vincent,8,Pakistan,Zulfiqar Babar,West Indies,"Arnos Vale Ground, Kingstown",15
2318,T20,July,St Vincent,9,Pakistan,Saeed Ajmal,West Indies,"Arnos Vale Ground, Kingstown",0
2319,T20,July,St Vincent,10,Pakistan,Junaid Khan,West Indies,"Arnos Vale Ground, Kingstown",0
2320,T20,March,Chennai,1,West Indies,HK Matthews,Pakistan,"MA Chidambaram Stadium, Chepauk",15
2321,T20,March,Chennai,2,West Indies,SR Taylor,Pakistan,"MA Chidambaram Stadium, Chepauk",43
2322,T20,March,Chennai,3,West Indies,SL Quintyne,Pakistan,"MA Chidambaram Stadium, Chepauk",2
2323,T20,March,Chennai,4,West Indies,DJS Dottin,Pakistan,"MA Chidambaram Stadium, Chepauk",0
2324,T20,March,Chennai,5,West Indies,MR Aguilleira,Pakistan,"MA Chidambaram Stadium, Chepauk",15
2325,T20,March,Chennai,6,West Indies,B Cooper,Pakistan,"MA Chidambaram Stadium, Chepauk",1
2326,T20,March,Chennai,7,West Indies,SACA King,Pakistan,"MA Chidambaram Stadium, Chepauk",12
2327,T20,March,Chennai,8,West Indies,SA Campbelle,Pakistan,"MA Chidambaram Stadium, Chepauk",15
2328,T20,March,Chennai,9,West Indies,SS Connell,Pakistan,"MA Chidambaram Stadium, Chepauk",0
2329,T20,March,Chennai,1,Pakistan,Sidra Ameen,West Indies,"MA Chidambaram Stadium, Chepauk",20
2330,T20,March,Chennai,2,Pakistan,Javeria Khan,West Indies,"MA Chidambaram Stadium, Chepauk",0
2331,T20,March,Chennai,3,Pakistan,Bismah Maroof,West Indies,"MA Chidambaram Stadium, Chepauk",22
2332,T20,March,Chennai,4,Pakistan,Aliya Riaz,West Indies,"MA Chidambaram Stadium, Chepauk",2
2333,T20,March,Chennai,5,Pakistan,Muneeba Ali,West Indies,"MA Chidambaram Stadium, Chepauk",17
2334,T20,March,Chennai,6,Pakistan,Sana Mir,West Indies,"MA Chidambaram Stadium, Chepauk",18
