id,match_type,month,city,position,bat_team,batsman,bowling_team,venue,score
1,ODI,October,,1,Pakistan,Azhar Ali,West Indies,Sharjah Cricket Stadium,16
2,ODI,October,,2,Pakistan,Sharjeel Khan,West Indies,Sharjah Cricket Stadium,24
3,ODI,October,,3,Pakistan,Babar Azam,West Indies,Sharjah Cricket Stadium,123
4,ODI,October,,4,Pakistan,Shoaib Malik,West Indies,Sharjah Cricket Stadium,93
5,ODI,October,,5,Pakistan,Sarfraz Ahmed,West Indies,Sharjah Cricket Stadium,64
6,ODI,October,,6,Pakistan,Imad Wasim,West Indies,Sharjah Cricket Stadium,11
7,ODI,October,,7,Pakistan,Mohammad Rizwan,West Indies,Sharjah Cricket Stadium,6
8,ODI,October,,1,West Indies,J Charles,Pakistan,Sharjah Cricket Stadium,2
9,ODI,October,,2,West Indies,KC Brathwaite,Pakistan,Sharjah Cricket Stadium,41
10,ODI,October,,3,West Indies,DM Bravo,Pakistan,Sharjah Cricket Stadium,68
11,ODI,October,,4,West Indies,MN Samuels,Pakistan,Sharjah Cricket Stadium,58
12,ODI,October,,5,West Indies,D Ramdin,Pakistan,Sharjah Cricket Stadium,34
13,ODI,October,,6,West Indies,KA Pollard,Pakistan,Sharjah Cricket Stadium,25
14,ODI,October,,7,West Indies,CR Brathwaite,Pakistan,Sharjah Cricket Stadium,17
15,ODI,October,,8,West Indies,JO Holder,Pakistan,Sharjah Cricket Stadium,31
16,ODI,October,,9,West Indies,SP Narine,Pakistan,Sharjah Cricket Stadium,2
17,ODI,June,London,1,Pakistan,Imran Farhat,West Indies,Kennington Oval,2
18,ODI,June,London,2,Pakistan,Nasir Jamshed,West Indies,Kennington Oval,53
19,ODI,June,London,3,Pakistan,Mohammad Hafeez,West Indies,Kennington Oval,4
20,ODI,June,London,4,Pakistan,Asad Shafiq,West Indies,Kennington Oval,0
21,ODI,June,London,5,Pakistan,Misbah-ul-Haq,West Indies,Kennington Oval,98
22,ODI,June,London,6,Pakistan,Shoaib Malik,West Indies,Kennington Oval,0
23,ODI,June,London,7,Pakistan,Kamran Akmal,West Indies,Kennington Oval,2
24,ODI,June,London,8,Pakistan,Wahab Riaz,West Indies,Kennington Oval,6
25,ODI,June,London,9,Pakistan,Saeed Ajmal,West Indies,Kennington Oval,3
26,ODI,June,London,10,Pakistan,Junaid Khan,West Indies,Kennington Oval,0
27,ODI,June,London,11,Pakistan,Mohammad Irfan,West Indies,Kennington Oval,2
28,ODI,June,London,1,West Indies,CH Gayle,Pakistan,Kennington Oval,46
29,ODI,June,London,2,West Indies,J Charles,Pakistan,Kennington Oval,9
30,ODI,June,London,3,West Indies,DM Bravo,Pakistan,Kennington Oval,0
31,ODI,June,London,4,West Indies,MN Samuels,Pakistan,Kennington Oval,31
32,ODI,June,London,5,West Indies,RR Sarwan,Pakistan,Kennington Oval,1
33,ODI,June,London,6,West Indies,KA Pollard,Pakistan,Kennington Oval,33
34,ODI,June,London,7,West Indies,DJ Bravo,Pakistan,Kennington Oval,20
35,ODI,June,London,8,West Indies,D Ramdin,Pakistan,Kennington Oval,15
36,ODI,June,London,9,West Indies,SP Narine,Pakistan,Kennington Oval,12
37,ODI,June,London,10,West Indies,KAJ Roach,Pakistan,Kennington Oval,5
38,ODI,November,Abu Dhabi,1,Pakistan,Salman Butt,West Indies,Sheikh Zayed Stadium,7
39,ODI,November,Abu Dhabi,2,Pakistan,Khurram Manzoor,West Indies,Sheikh Zayed Stadium,0
40,ODI,November,Abu Dhabi,3,Pakistan,Younis Khan,West Indies,Sheikh Zayed Stadium,34
41,ODI,November,Abu Dhabi,4,Pakistan,Misbah-ul-Haq,West Indies,Sheikh Zayed Stadium,55
42,ODI,November,Abu Dhabi,5,Pakistan,Shoaib Malik,West Indies,Sheikh Zayed Stadium,10
43,ODI,November,Abu Dhabi,6,Pakistan,Kamran Akmal,West Indies,Sheikh Zayed Stadium,45
44,ODI,November,Abu Dhabi,7,Pakistan,Shahid Afridi,West Indies,Sheikh Zayed Stadium,28
45,ODI,November,Abu Dhabi,8,Pakistan,Sohail Tanvir,West Indies,Sheikh Zayed Stadium,26
46,ODI,November,Abu Dhabi,9,Pakistan,Iftikhar Anjum,West Indies,Sheikh Zayed Stadium,7
47,ODI,November,Abu Dhabi,10,Pakistan,Umar Gul,West Indies,Sheikh Zayed Stadium,14
48,ODI,November,Abu Dhabi,11,Pakistan,Saeed Ajmal,West Indies,Sheikh Zayed Stadium,6
49,ODI,November,Abu Dhabi,1,West Indies,CH Gayle,Pakistan,Sheikh Zayed Stadium,3
50,ODI,November,Abu Dhabi,2,West Indies,S Chattergoon,Pakistan,Sheikh Zayed Stadium,2
51,ODI,November,Abu Dhabi,3,West Indies,RR Sarwan,Pakistan,Sheikh Zayed Stadium,51
52,ODI,November,Abu Dhabi,4,West Indies,S Chanderpaul,Pakistan,Sheikh Zayed Stadium,111
53,ODI,November,Abu Dhabi,5,West Indies,XM Marshall,Pakistan,Sheikh Zayed Stadium,1
54,ODI,November,Abu Dhabi,6,West Indies,SE Findlay,Pakistan,Sheikh Zayed Stadium,16
55,ODI,November,Abu Dhabi,7,West Indies,CS Baugh,Pakistan,Sheikh Zayed Stadium,3
56,ODI,November,Abu Dhabi,8,West Indies,JE Taylor,Pakistan,Sheikh Zayed Stadium,1
57,ODI,November,Abu Dhabi,9,West Indies,NO Miller,Pakistan,Sheikh Zayed Stadium,14
58,ODI,November,Abu Dhabi,10,West Indies,DBL Powell,Pakistan,Sheikh Zayed Stadium,6
59,ODI,November,Abu Dhabi,11,West Indies,LS Baker,Pakistan,Sheikh Zayed Stadium,0
60,ODI,February,Christchurch,1,West Indies,DR Smith,Pakistan,Hagley Oval,23
61,ODI,February,Christchurch,2,West Indies,CH Gayle,Pakistan,Hagley Oval,5
62,ODI,February,Christchurch,3,West Indies,DM Bravo,Pakistan,Hagley Oval,56
63,ODI,February,Christchurch,4,West Indies,MN Samuels,Pakistan,Hagley Oval,38
64,ODI,February,Christchurch,5,West Indies,D Ramdin,Pakistan,Hagley Oval,51
65,ODI,February,Christchurch,6,West Indies,LMP Simmons,Pakistan,Hagley Oval,57
66,ODI,February,Christchurch,7,West Indies,DJG Sammy,Pakistan,Hagley Oval,34
67,ODI,February,Christchurch,8,West Indies,AD Russell,Pakistan,Hagley Oval,46
68,ODI,February,Christchurch,1,Pakistan,Nasir Jamshed,West Indies,Hagley Oval,0
69,ODI,February,Christchurch,2,Pakistan,Ahmed Shehzad,West Indies,Hagley Oval,1
70,ODI,February,Christchurch,3,Pakistan,Younis Khan,West Indies,Hagley Oval,0
71,ODI,February,Christchurch,4,Pakistan,Haris Sohail,West Indies,Hagley Oval,0
72,ODI,February,Christchurch,5,Pakistan,Misbah-ul-Haq,West Indies,Hagley Oval,8
73,ODI,February,Christchurch,6,Pakistan,Sohaib Maqsood,West Indies,Hagley Oval,52
74,ODI,February,Christchurch,7,Pakistan,Umar Akmal,West Indies,Hagley Oval,62
75,ODI,February,Christchurch,8,Pakistan,Shahid Afridi,West Indies,Hagley Oval,29
76,ODI,February,Christchurch,9,Pakistan,Wahab Riaz,West Indies,Hagley Oval,5
77,ODI,February,Christchurch,10,Pakistan,Sohail Khan,West Indies,Hagley Oval,1
78,ODI,February,Christchurch,11,Pakistan,Mohammad Irfan,West Indies,Hagley Oval,2
79,ODI,April,St Lucia,1,West Indies,LMP Simmons,Pakistan,"Beausejour Stadium, Gros Islet",51
80,ODI,April,St Lucia,2,West Indies,DS Smith,Pakistan,"Beausejour Stadium, Gros Islet",20
81,ODI,April,St Lucia,3,West Indies,DM Bravo,Pakistan,"Beausejour Stadium, Gros Islet",16
82,ODI,April,St Lucia,4,West Indies,MN Samuels,Pakistan,"Beausejour Stadium, Gros Islet",34
83,ODI,April,St Lucia,5,West Indies,KA Edwards,Pakistan,"Beausejour Stadium, Gros Islet",5
84,ODI,April,St Lucia,6,West Indies,DJ Bravo,Pakistan,"Beausejour Stadium, Gros Islet",19
85,ODI,April,St Lucia,7,West Indies,CS Baugh,Pakistan,"Beausejour Stadium, Gros Islet",15
86,ODI,April,St Lucia,8,West Indies,DJG Sammy,Pakistan,"Beausejour Stadium, Gros Islet",27
87,ODI,April,St Lucia,9,West Indies,KAJ Roach,Pakistan,"Beausejour Stadium, Gros Islet",25
88,ODI,April,St Lucia,10,West Indies,D Bishoo,Pakistan,"Beausejour Stadium, Gros Islet",4
89,ODI,April,St Lucia,11,West Indies,A Martin,Pakistan,"Beausejour Stadium, Gros Islet",4
90,ODI,April,St Lucia,1,Pakistan,Mohammad Hafeez,West Indies,"Beausejour Stadium, Gros Islet",35
91,ODI,April,St Lucia,2,Pakistan,Ahmed Shehzad,West Indies,"Beausejour Stadium, Gros Islet",105
92,ODI,April,St Lucia,3,Pakistan,Asad Shafiq,West Indies,"Beausejour Stadium, Gros Islet",23
93,ODI,April,St Lucia,4,Pakistan,Misbah-ul-Haq,West Indies,"Beausejour Stadium, Gros Islet",43
94,ODI,April,St Lucia,5,Pakistan,Umar Akmal,West Indies,"Beausejour Stadium, Gros Islet",17
95,ODI,April,Guyana,1,Pakistan,Ahmed Shehzad,West Indies,Providence Stadium,6
96,ODI,April,Guyana,2,Pakistan,Kamran Akmal,West Indies,Providence Stadium,23
97,ODI,April,Guyana,3,Pakistan,Babar Azam,West Indies,Providence Stadium,138
98,ODI,April,Guyana,4,Pakistan,Mohammad Hafeez,West Indies,Providence Stadium,35
99,ODI,April,Guyana,5,Pakistan,Shoaib Malik,West Indies,Providence Stadium,9
100,ODI,April,Guyana,6,Pakistan,Sarfraz Ahmed,West Indies,Providence Stadium,27
101,ODI,April,Guyana,7,Pakistan,Imad Wasim,West Indies,Providence Stadium,44
102,ODI,April,Guyana,1,West Indies,E Lewis,Pakistan,Providence Stadium,13
103,ODI,April,Guyana,2,West Indies,CAK Walton,Pakistan,Providence Stadium,10
104,ODI,April,Guyana,3,West Indies,SD Hope,Pakistan,Providence Stadium,15
105,ODI,April,Guyana,4,West Indies,KOA Powell,Pakistan,Providence Stadium,11
106,ODI,April,Guyana,5,West Indies,JL Carter,Pakistan,Providence Stadium,12
107,ODI,April,Guyana,6,West Indies,JN Mohammed,Pakistan,Providence Stadium,2
108,ODI,April,Guyana,7,West Indies,JO Holder,Pakistan,Providence Stadium,68
109,ODI,April,Guyana,8,West Indies,AR Nurse,Pakistan,Providence Stadium,45
110,ODI,April,Guyana,9,West Indies,D Bishoo,Pakistan,Providence Stadium,16
111,ODI,April,Guyana,10,West Indies,AS Joseph,Pakistan,Providence Stadium,16
112,ODI,April,Guyana,11,West Indies,ST Gabriel,Pakistan,Providence Stadium,0
113,ODI,October,Abu Dhabi,1,Pakistan,Azhar Ali,West Indies,Sheikh Zayed Stadium,107
114,ODI,October,Abu Dhabi,2,Pakistan,Sharjeel Khan,West Indies,Sheikh Zayed Stadium,39
115,ODI,October,Abu Dhabi,3,Pakistan,Babar Azam,West Indies,Sheikh Zayed Stadium,118
116,ODI,October,Abu Dhabi,4,Pakistan,Shoaib Malik,West Indies,Sheikh Zayed Stadium,5
117,ODI,October,Abu Dhabi,5,Pakistan,Sarfraz Ahmed,West Indies,Sheikh Zayed Stadium,26
118,ODI,October,Abu Dhabi,6,Pakistan,Mohammad Rizwan,West Indies,Sheikh Zayed Stadium,4
119,ODI,October,Abu Dhabi,7,Pakistan,Imad Wasim,West Indies,Sheikh Zayed Stadium,5
120,ODI,October,Abu Dhabi,8,Pakistan,Mohammad Nawaz (3),West Indies,Sheikh Zayed Stadium,4
121,ODI,October,Abu Dhabi,1,West Indies,KC Brathwaite,Pakistan,Sheikh Zayed Stadium,35
122,ODI,October,Abu Dhabi,2,West Indies,E Lewis,Pakistan,Sheikh Zayed Stadium,24
123,ODI,October,Abu Dhabi,3,West Indies,DM Bravo,Pakistan,Sheikh Zayed Stadium,20
124,ODI,October,Abu Dhabi,4,West Indies,MN Samuels,Pakistan,Sheikh Zayed Stadium,13
125,ODI,October,Abu Dhabi,5,West Indies,D Ramdin,Pakistan,Sheikh Zayed Stadium,39
126,ODI,October,Abu Dhabi,6,West Indies,KA Pollard,Pakistan,Sheikh Zayed Stadium,11
127,ODI,October,Abu Dhabi,7,West Indies,JO Holder,Pakistan,Sheikh Zayed Stadium,26
128,ODI,October,Abu Dhabi,8,West Indies,SP Narine,Pakistan,Sheikh Zayed Stadium,1
129,ODI,October,Abu Dhabi,9,West Indies,SJ Benn,Pakistan,Sheikh Zayed Stadium,0
130,ODI,October,Abu Dhabi,10,West Indies,AS Joseph,Pakistan,Sheikh Zayed Stadium,2
131,ODI,October,Abu Dhabi,11,West Indies,ST Gabriel,Pakistan,Sheikh Zayed Stadium,1
132,ODI,December,Karachi,1,West Indies,CH Gayle,Pakistan,National Stadium,7
133,ODI,December,Karachi,2,West Indies,S Chanderpaul,Pakistan,National Stadium,107
134,ODI,December,Karachi,3,West Indies,LMP Simmons,Pakistan,National Stadium,24
135,ODI,December,Karachi,4,West Indies,MN Samuels,Pakistan,National Stadium,24
136,ODI,December,Karachi,5,West Indies,BC Lara,Pakistan,National Stadium,49
137,ODI,December,Karachi,6,West Indies,D Ramdin,Pakistan,National Stadium,3
138,ODI,December,Karachi,7,West Indies,RS Morton,Pakistan,National Stadium,18
139,ODI,December,Karachi,8,West Indies,DR Smith,Pakistan,National Stadium,3
140,ODI,December,Karachi,9,West Indies,D Mohammed,Pakistan,National Stadium,3
141,ODI,December,Karachi,1,Pakistan,Mohammad Hafeez,West Indies,National Stadium,97
142,ODI,December,Karachi,2,Pakistan,Kamran Akmal,West Indies,National Stadium,57
143,ODI,December,Karachi,3,Pakistan,Yasir Hameed,West Indies,National Stadium,44
144,ODI,December,Karachi,4,Pakistan,Shoaib Malik,West Indies,National Stadium,34
145,ODI,December,Karachi,5,Pakistan,Abdul Razzaq,West Indies,National Stadium,7
146,ODI,July,St Lucia,1,Pakistan,Ahmed Shehzad,West Indies,"Beausejour Stadium, Gros Islet",19
147,ODI,July,St Lucia,2,Pakistan,Nasir Jamshed,West Indies,"Beausejour Stadium, Gros Islet",20
148,ODI,July,St Lucia,3,Pakistan,Mohammad Hafeez,West Indies,"Beausejour Stadium, Gros Islet",15
149,ODI,July,St Lucia,4,Pakistan,Misbah-ul-Haq,West Indies,"Beausejour Stadium, Gros Islet",85
150,ODI,July,St Lucia,5,Pakistan,Haris Sohail,West Indies,"Beausejour Stadium, Gros Islet",26
151,ODI,July,St Lucia,6,Pakistan,Umar Akmal,West Indies,"Beausejour Stadium, Gros Islet",41
152,ODI,July,St Lucia,7,Pakistan,Shahid Afridi,West Indies,"Beausejour Stadium, Gros Islet",1
153,ODI,July,St Lucia,8,Pakistan,Wahab Riaz,West Indies,"Beausejour Stadium, Gros Islet",22
154,ODI,July,St Lucia,1,West Indies,CH Gayle,Pakistan,"Beausejour Stadium, Gros Islet",8
155,ODI,July,St Lucia,2,West Indies,J Charles,Pakistan,"Beausejour Stadium, Gros Islet",6
156,ODI,July,St Lucia,3,West Indies,DM Bravo,Pakistan,"Beausejour Stadium, Gros Islet",22
157,ODI,July,St Lucia,4,West Indies,MN Samuels,Pakistan,"Beausejour Stadium, Gros Islet",48
158,ODI,July,St Lucia,5,West Indies,LMP Simmons,Pakistan,"Beausejour Stadium, Gros Islet",81
159,ODI,July,St Lucia,6,West Indies,DJ Bravo,Pakistan,"Beausejour Stadium, Gros Islet",14
160,ODI,July,St Lucia,7,West Indies,KA Pollard,Pakistan,"Beausejour Stadium, Gros Islet",0
161,ODI,July,St Lucia,8,West Indies,DJG Sammy,Pakistan,"Beausejour Stadium, Gros Islet",11
162,ODI,July,St Lucia,9,West Indies,KAJ Roach,Pakistan,"Beausejour Stadium, Gros Islet",6
163,ODI,July,St Lucia,10,West Indies,SP Narine,Pakistan,"Beausejour Stadium, Gros Islet",14
164,ODI,July,St Lucia,11,West Indies,JO Holder,Pakistan,"Beausejour Stadium, Gros Islet",19
165,ODI,November,Abu Dhabi,1,West Indies,CH Gayle,Pakistan,Sheikh Zayed Stadium,117
166,ODI,November,Abu Dhabi,2,West Indies,S Chattergoon,Pakistan,Sheikh Zayed Stadium,36
167,ODI,November,Abu Dhabi,3,West Indies,RR Sarwan,Pakistan,Sheikh Zayed Stadium,58
168,ODI,November,Abu Dhabi,4,West Indies,S Chanderpaul,Pakistan,Sheikh Zayed Stadium,39
169,ODI,November,Abu Dhabi,5,West Indies,XM Marshall,Pakistan,Sheikh Zayed Stadium,26
170,ODI,November,Abu Dhabi,6,West Indies,CS Baugh,Pakistan,Sheikh Zayed Stadium,5
171,ODI,November,Abu Dhabi,7,West Indies,BP Nash,Pakistan,Sheikh Zayed Stadium,10
172,ODI,November,Abu Dhabi,8,West Indies,JE Taylor,Pakistan,Sheikh Zayed Stadium,3
173,ODI,November,Abu Dhabi,9,West Indies,DBL Powell,Pakistan,Sheikh Zayed Stadium,0
174,ODI,November,Abu Dhabi,10,West Indies,NO Miller,Pakistan,Sheikh Zayed Stadium,0
175,ODI,November,Abu Dhabi,1,Pakistan,Salman Butt,West Indies,Sheikh Zayed Stadium,27
176,ODI,November,Abu Dhabi,2,Pakistan,Khurram Manzoor,West Indies,Sheikh Zayed Stadium,78
177,ODI,November,Abu Dhabi,3,Pakistan,Younis Khan,West Indies,Sheikh Zayed Stadium,56
178,ODI,November,Abu Dhabi,4,Pakistan,Misbah-ul-Haq,West Indies,Sheikh Zayed Stadium,7
179,ODI,November,Abu Dhabi,5,Pakistan,Shoaib Malik,West Indies,Sheikh Zayed Stadium,68
180,ODI,November,Abu Dhabi,6,Pakistan,Shahid Afridi,West Indies,Sheikh Zayed Stadium,5
181,ODI,November,Abu Dhabi,7,Pakistan,Fawad Alam,West Indies,Sheikh Zayed Stadium,28
182,ODI,November,Abu Dhabi,8,Pakistan,Kamran Akmal,West Indies,Sheikh Zayed Stadium,26
183,ODI,September,Johannesburg,1,West Indies,DM Richards,Pakistan,New Wanderers Stadium,1
184,ODI,September,Johannesburg,2,West Indies,ADS Fletcher,Pakistan,New Wanderers Stadium,8
185,ODI,September,Johannesburg,3,West Indies,DS Smith,Pakistan,New Wanderers Stadium,19
186,ODI,September,Johannesburg,4,West Indies,TM Dowlin,Pakistan,New Wanderers Stadium,0
187,ODI,September,Johannesburg,5,West Indies,FL Reifer,Pakistan,New Wanderers Stadium,9
188,ODI,September,Johannesburg,6,West Indies,DE Bernard,Pakistan,New Wanderers Stadium,6
189,ODI,September,Johannesburg,7,West Indies,DJG Sammy,Pakistan,New Wanderers Stadium,26
190,ODI,September,Johannesburg,8,West Indies,CAK Walton,Pakistan,New Wanderers Stadium,0
191,ODI,September,Johannesburg,9,West Indies,NO Miller,Pakistan,New Wanderers Stadium,52
192,ODI,September,Johannesburg,10,West Indies,TL Best,Pakistan,New Wanderers Stadium,8
193,ODI,September,Johannesburg,11,West Indies,GC Tonge,Pakistan,New Wanderers Stadium,4
194,ODI,September,Johannesburg,1,Pakistan,Imran Nazir,West Indies,New Wanderers Stadium,5
195,ODI,September,Johannesburg,2,Pakistan,Kamran Akmal,West Indies,New Wanderers Stadium,5
196,ODI,September,Johannesburg,3,Pakistan,Shoaib Malik,West Indies,New Wanderers Stadium,25
197,ODI,September,Johannesburg,4,Pakistan,Mohammad Yousuf,West Indies,New Wanderers Stadium,26
198,ODI,September,Johannesburg,5,Pakistan,Misbah-ul-Haq,West Indies,New Wanderers Stadium,6
199,ODI,September,Johannesburg,6,Pakistan,Umar Akmal,West Indies,New Wanderers Stadium,46
200,ODI,September,Johannesburg,7,Pakistan,Shahid Afridi,West Indies,New Wanderers Stadium,21
201,ODI,February,Dubai,1,Pakistan,Sidra Ameen,West Indies,ICC Academy,100
202,ODI,February,Dubai,2,Pakistan,Nahida Khan,West Indies,ICC Academy,4
203,ODI,February,Dubai,3,Pakistan,Javeria Khan,West Indies,ICC Academy,5
204,ODI,February,Dubai,4,Pakistan,Bismah Maroof,West Indies,ICC Academy,10
205,ODI,February,Dubai,5,Pakistan,Nida Dar,West Indies,ICC Academy,82
206,ODI,February,Dubai,6,Pakistan,Aliya Riaz,West Indies,ICC Academy,6
207,ODI,February,Dubai,7,Pakistan,Sana Mir,West Indies,ICC Academy,21
208,ODI,February,Dubai,8,Pakistan,Kainat Imtiaz,West Indies,ICC Academy,4
209,ODI,February,Dubai,9,Pakistan,Sidra Nawaz,West Indies,ICC Academy,4
210,ODI,February,Dubai,10,Pakistan,Diana Baig,West Indies,ICC Academy,4
211,ODI,February,Dubai,11,Pakistan,Nashra Sandhu,West Indies,ICC Academy,0
212,ODI,February,Dubai,1,West Indies,Kycia A Knight,Pakistan,ICC Academy,14
213,ODI,February,Dubai,2,West Indies,DJS Dottin,Pakistan,ICC Academy,5
214,ODI,February,Dubai,3,West Indies,SR Taylor,Pakistan,ICC Academy,49
215,ODI,February,Dubai,4,West Indies,SA Campbelle,Pakistan,ICC Academy,1
216,ODI,February,Dubai,5,West Indies,CN Nation,Pakistan,ICC Academy,24
217,ODI,February,Dubai,6,West Indies,NY McLean,Pakistan,ICC Academy,83
218,ODI,February,Dubai,7,West Indies,CA Henry,Pakistan,ICC Academy,7
219,ODI,February,Dubai,8,West Indies,ASS Fletcher,Pakistan,ICC Academy,4
220,ODI,February,Dubai,9,West Indies,A Mohammed,Pakistan,ICC Academy,2
221,ODI,February,Dubai,10,West Indies,SC Selman,Pakistan,ICC Academy,1
222,ODI,February,Dubai,11,West Indies,SS Connell,Pakistan,ICC Academy,16
223,ODI,April,St Lucia,1,West Indies,LMP Simmons,Pakistan,"Beausejour Stadium, Gros Islet",28
224,ODI,April,St Lucia,2,West Indies,DS Smith,Pakistan,"Beausejour Stadium, Gros Islet",21
225,ODI,April,St Lucia,3,West Indies,DM Bravo,Pakistan,"Beausejour Stadium, Gros Islet",79
226,ODI,April,St Lucia,4,West Indies,MN Samuels,Pakistan,"Beausejour Stadium, Gros Islet",2
227,ODI,April,St Lucia,5,West Indies,KA Edwards,Pakistan,"Beausejour Stadium, Gros Islet",29
228,ODI,April,St Lucia,6,West Indies,DJ Bravo,Pakistan,"Beausejour Stadium, Gros Islet",17
229,ODI,April,St Lucia,7,West Indies,DJG Sammy,Pakistan,"Beausejour Stadium, Gros Islet",33
230,ODI,April,St Lucia,8,West Indies,CS Baugh,Pakistan,"Beausejour Stadium, Gros Islet",12
231,ODI,April,St Lucia,1,Pakistan,Mohammad Hafeez,West Indies,"Beausejour Stadium, Gros Islet",55
232,ODI,April,St Lucia,2,Pakistan,Ahmed Shehzad,West Indies,"Beausejour Stadium, Gros Islet",24
233,ODI,April,St Lucia,3,Pakistan,Asad Shafiq,West Indies,"Beausejour Stadium, Gros Islet",67
234,ODI,April,St Lucia,4,Pakistan,Misbah-ul-Haq,West Indies,"Beausejour Stadium, Gros Islet",76
235,ODI,February,Dubai,1,West Indies,Kycia A Knight,Pakistan,Dubai International Cricket Stadium,2
236,ODI,February,Dubai,2,West Indies,DJS Dottin,Pakistan,Dubai International Cricket Stadium,102
237,ODI,February,Dubai,3,West Indies,SR Taylor,Pakistan,Dubai International Cricket Stadium,64
238,ODI,February,Dubai,4,West Indies,SA Campbelle,Pakistan,Dubai International Cricket Stadium,26
239,ODI,February,Dubai,5,West Indies,NY McLean,Pakistan,Dubai International Cricket Stadium,3
240,ODI,February,Dubai,6,West Indies,CN Nation,Pakistan,Dubai International Cricket Stadium,1
241,ODI,February,Dubai,7,West Indies,CA Henry,Pakistan,Dubai International Cricket Stadium,18
242,ODI,February,Dubai,1,Pakistan,Nahida Khan,West Indies,Dubai International Cricket Stadium,25
243,ODI,February,Dubai,2,Pakistan,Sidra Ameen,West Indies,Dubai International Cricket Stadium,0
244,ODI,February,Dubai,3,Pakistan,Javeria Khan,West Indies,Dubai International Cricket Stadium,26
245,ODI,February,Dubai,4,Pakistan,Umaima Sohail,West Indies,Dubai International Cricket Stadium,0
246,ODI,February,Dubai,5,Pakistan,Nida Dar,West Indies,Dubai International Cricket Stadium,6
247,ODI,February,Dubai,6,Pakistan,Aliya Riaz,West Indies,Dubai International Cricket Stadium,2
248,ODI,February,Dubai,7,Pakistan,Kainat Imtiaz,West Indies,Dubai International Cricket Stadium,0
249,ODI,February,Dubai,8,Pakistan,Sana Mir,West Indies,Dubai International Cricket Stadium,9
250,ODI,February,Dubai,9,Pakistan,Sidra Nawaz,West Indies,Dubai International Cricket Stadium,1
251,ODI,February,Dubai,10,Pakistan,Nashra Sandhu,West Indies,Dubai International Cricket Stadium,1
252,ODI,July,Guyana,1,Pakistan,Nasir Jamshed,West Indies,Providence Stadium,7
253,ODI,July,Guyana,2,Pakistan,Ahmed Shehzad,West Indies,Providence Stadium,10
254,ODI,July,Guyana,3,Pakistan,Mohammad Hafeez,West Indies,Providence Stadium,2
255,ODI,July,Guyana,4,Pakistan,Misbah-ul-Haq,West Indies,Providence Stadium,65
256,ODI,July,Guyana,5,Pakistan,Asad Shafiq,West Indies,Providence Stadium,0
257,ODI,July,Guyana,6,Pakistan,Umar Akmal,West Indies,Providence Stadium,21
258,ODI,July,Guyana,7,Pakistan,Shahid Afridi,West Indies,Providence Stadium,80
259,ODI,July,Guyana,8,Pakistan,Wahab Riaz,West Indies,Providence Stadium,8
260,ODI,July,Guyana,9,Pakistan,Saeed Ajmal,West Indies,Providence Stadium,16
261,ODI,July,Guyana,10,Pakistan,Asad Ali,West Indies,Providence Stadium,11
262,ODI,July,Guyana,11,Pakistan,Mohammad Irfan,West Indies,Providence Stadium,4
263,ODI,July,Guyana,1,West Indies,CH Gayle,Pakistan,Providence Stadium,2
264,ODI,July,Guyana,2,West Indies,J Charles,Pakistan,Providence Stadium,0
265,ODI,July,Guyana,3,West Indies,DM Bravo,Pakistan,Providence Stadium,5
266,ODI,July,Guyana,4,West Indies,MN Samuels,Pakistan,Providence Stadium,27
267,ODI,July,Guyana,5,West Indies,LMP Simmons,Pakistan,Providence Stadium,11
268,ODI,July,Guyana,6,West Indies,DJ Bravo,Pakistan,Providence Stadium,0
269,ODI,July,Guyana,7,West Indies,KA Pollard,Pakistan,Providence Stadium,5
270,ODI,July,Guyana,8,West Indies,DJG Sammy,Pakistan,Providence Stadium,24
271,ODI,July,Guyana,9,West Indies,KAJ Roach,Pakistan,Providence Stadium,3
272,ODI,July,Guyana,10,West Indies,SP Narine,Pakistan,Providence Stadium,21
273,ODI,July,Guyana,11,West Indies,JO Holder,Pakistan,Providence Stadium,0
274,ODI,September,,1,Pakistan,Azhar Ali,West Indies,Sharjah Cricket Stadium,0
275,ODI,September,,2,Pakistan,Sharjeel Khan,West Indies,Sharjah Cricket Stadium,55
276,ODI,September,,3,Pakistan,Babar Azam,West Indies,Sharjah Cricket Stadium,121
277,ODI,September,,4,Pakistan,Shoaib Malik,West Indies,Sharjah Cricket Stadium,6
278,ODI,September,,5,Pakistan,Sarfraz Ahmed,West Indies,Sharjah Cricket Stadium,38
279,ODI,September,,6,Pakistan,Mohammad Rizwan,West Indies,Sharjah Cricket Stadium,11
280,ODI,September,,7,Pakistan,Imad Wasim,West Indies,Sharjah Cricket Stadium,28
281,ODI,September,,8,Pakistan,Mohammad Nawaz (3),West Indies,Sharjah Cricket Stadium,20
282,ODI,September,,9,Pakistan,Wahab Riaz,West Indies,Sharjah Cricket Stadium,0
283,ODI,September,,10,Pakistan,Mohammad Amir,West Indies,Sharjah Cricket Stadium,3
284,ODI,September,,11,Pakistan,Hasan Ali,West Indies,Sharjah Cricket Stadium,2
285,ODI,September,,1,West Indies,J Charles,Pakistan,Sharjah Cricket Stadium,21
286,ODI,September,,2,West Indies,KC Brathwaite,Pakistan,Sharjah Cricket Stadium,14
287,ODI,September,,3,West Indies,DM Bravo,Pakistan,Sharjah Cricket Stadium,12
